,city,date,treat,price,rating,omtaler,bathroom,hair dryer,shampoo,hot water,washing machine,hangers,entertainment,security,work,wi-fi,kitchen,refrigerator,family,parkering og faciliteter,view,attractions nearby,smoking allowed,gæster,bed linen,blackout curtains,outdoor,host,mailbox,other,cleaning products,temperature,pool etc.,dishwasher,fireplace,fitness equipment,Sights,Safety,Shopping,Location,Climate,Affordability
2337,Berlin,2024-05-09,0,1009.0,4.75,107.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,1.0,,1.0,,,,,,,1.0,,,8.15,7.0,6.75,6.5,5.5,3.75
2338,Berlin,2024-05-09,0,921.0,4.81,221.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,4.0,1.0,,,1.0,1.0,1.0,1.0,,,1.0,,,8.15,7.0,6.75,6.5,5.5,3.75
2339,Berlin,2024-05-09,0,1023.0,4.54,196.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,,,,4.0,1.0,,,1.0,1.0,,,,,,,,8.15,7.0,6.75,6.5,5.5,3.75
2340,Berlin,2024-05-09,0,956.0,4.9,234.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,2.0,1.0,,,,,,,,,,,,8.15,7.0,6.75,6.5,5.5,3.75
2341,Berlin,2024-05-09,0,904.0,4.77,166.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,4.0,,,,,,,,,,,,,8.15,7.0,6.75,6.5,5.5,3.75
2342,Berlin,2024-05-09,0,962.0,4.85,240.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,4.0,,,1.0,,,,,,,,,,8.15,7.0,6.75,6.5,5.5,3.75
2343,Berlin,2024-05-09,0,894.0,4.69,304.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,4.0,,1.0,,1.0,,,,1.0,,,,,8.15,7.0,6.75,6.5,5.5,3.75
2344,Berlin,2024-05-09,0,957.0,4.51,171.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,4.0,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,,8.15,7.0,6.75,6.5,5.5,3.75
2345,Berlin,2024-05-09,0,979.0,,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,4.0,,,,,,,,,,,,,8.15,7.0,6.75,6.5,5.5,3.75
2346,Berlin,2024-05-09,0,979.0,4.58,215.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,4.0,1.0,,1.0,,,,,,,1.0,,,8.15,7.0,6.75,6.5,5.5,3.75
2347,Berlin,2024-05-09,0,1038.0,4.92,92.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,3.0,,,,1.0,,,,,,1.0,,,8.15,7.0,6.75,6.5,5.5,3.75
2348,Berlin,2024-05-09,0,949.0,4.66,206.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,4.0,,1.0,,1.0,,1.0,1.0,1.0,,,,,8.15,7.0,6.75,6.5,5.5,3.75
2349,Berlin,2024-05-09,0,1021.0,4.86,86.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,2.0,1.0,1.0,1.0,,,,,,,1.0,,,8.15,7.0,6.75,6.5,5.5,3.75
2350,Berlin,2024-05-09,0,930.0,4.7,74.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,2.0,1.0,1.0,,1.0,,,,1.0,,,,,8.15,7.0,6.75,6.5,5.5,3.75
2351,Berlin,2024-05-09,0,996.0,,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,1.0,,,,1.0,,,,,1.0,,1.0,,,8.15,7.0,6.75,6.5,5.5,3.75
2352,Berlin,2024-05-09,0,1014.0,4.97,37.0,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,2.0,,,,1.0,1.0,,,,,,,,8.15,7.0,6.75,6.5,5.5,3.75
2353,Berlin,2024-05-09,0,1036.0,,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,2.0,,,1.0,1.0,1.0,,,,,,,,8.15,7.0,6.75,6.5,5.5,3.75
2354,Berlin,2024-05-09,0,950.0,4.93,15.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,,8.15,7.0,6.75,6.5,5.5,3.75
2355,Berlin,2024-05-09,0,895.0,4.98,64.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,4.0,,,1.0,1.0,,,,,,1.0,,,8.15,7.0,6.75,6.5,5.5,3.75
2356,Berlin,2024-05-09,0,949.0,4.63,211.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,8.15,7.0,6.75,6.5,5.5,3.75
2357,Berlin,2024-05-09,0,941.0,4.76,394.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,3.0,,,1.0,1.0,,,,,,,,,8.15,7.0,6.75,6.5,5.5,3.75
2358,Berlin,2024-05-09,0,949.0,4.76,164.0,1.0,1.0,,1.0,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,2.0,,,1.0,,,,,,,,,,8.15,7.0,6.75,6.5,5.5,3.75
2359,Berlin,2024-05-09,0,892.0,4.74,86.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,,2.0,1.0,1.0,,,,1.0,1.0,1.0,,,,,8.15,7.0,6.75,6.5,5.5,3.75
2360,Berlin,2024-05-09,0,953.0,4.24,50.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,2.0,,1.0,,1.0,1.0,,,,,,,,8.15,7.0,6.75,6.5,5.5,3.75
2361,Berlin,2024-05-09,0,900.0,4.35,112.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,2.0,1.0,,,,,,,,,,,,8.15,7.0,6.75,6.5,5.5,3.75
2362,Berlin,2024-05-09,0,979.0,4.8,221.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,2.0,1.0,,,,,,,,,,,,8.15,7.0,6.75,6.5,5.5,3.75
2363,Berlin,2024-05-09,0,979.0,4.82,185.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,4.0,,,,,,,,,,,,,8.15,7.0,6.75,6.5,5.5,3.75
2364,Berlin,2024-05-09,0,976.0,4.8,147.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,3.0,,,,1.0,,,,,,1.0,,,8.15,7.0,6.75,6.5,5.5,3.75
2365,Berlin,2024-05-09,0,949.0,4.77,175.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,4.0,,1.0,,1.0,,,,1.0,,,,,8.15,7.0,6.75,6.5,5.5,3.75
2366,Berlin,2024-05-09,0,999.0,4.57,106.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,3.0,,1.0,,1.0,1.0,,,1.0,,,,,8.15,7.0,6.75,6.5,5.5,3.75
2367,Berlin,2024-05-09,0,996.0,4.15,13.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,3.0,,,,1.0,1.0,,,,,,,,8.15,7.0,6.75,6.5,5.5,3.75
2368,Berlin,2024-05-09,0,949.0,4.72,148.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,,4.0,1.0,,1.0,1.0,1.0,,,,,1.0,,,8.15,7.0,6.75,6.5,5.5,3.75
2369,Berlin,2024-05-09,0,1038.0,4.58,126.0,,,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,2.0,,,1.0,,,,,,,,,,8.15,7.0,6.75,6.5,5.5,3.75
2370,Berlin,2024-05-09,0,1018.0,4.86,28.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,4.0,,,,1.0,1.0,,,,,,,,8.15,7.0,6.75,6.5,5.5,3.75
2371,Berlin,2024-05-09,0,890.0,4.43,169.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,4.0,,1.0,,,,,,,,,,,8.15,7.0,6.75,6.5,5.5,3.75
2372,Berlin,2024-05-09,0,898.0,4.68,336.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,8.15,7.0,6.75,6.5,5.5,3.75
2373,Berlin,2024-05-09,0,1006.0,4.8,5.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,1.0,,,,2.0,1.0,1.0,1.0,,,,,,,,,,8.15,7.0,6.75,6.5,5.5,3.75
2374,Berlin,2024-05-09,0,962.0,,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,8.15,7.0,6.75,6.5,5.5,3.75
2375,Berlin,2024-05-09,0,889.0,4.93,242.0,1.0,1.0,1.0,1.0,,,1.0,,1.0,,1.0,1.0,,1.0,,,,2.0,1.0,,,1.0,1.0,1.0,1.0,1.0,,1.0,,,8.15,7.0,6.75,6.5,5.5,3.75
2376,Berlin,2024-05-09,0,1009.0,4.57,7.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,,4.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,,,8.15,7.0,6.75,6.5,5.5,3.75
2377,Berlin,2024-05-09,0,921.0,4.55,282.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,1.0,1.0,,1.0,,,,,1.0,1.0,,,,1.0,1.0,1.0,,,,,8.15,7.0,6.75,6.5,5.5,3.75
2378,Berlin,2024-05-09,0,903.0,4.91,100.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,4.0,,,1.0,1.0,,,,,,1.0,,,8.15,7.0,6.75,6.5,5.5,3.75
2379,Berlin,2024-05-09,0,949.0,4.73,250.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,3.0,,,1.0,,,,,,,,,,8.15,7.0,6.75,6.5,5.5,3.75
2380,Berlin,2024-05-09,0,945.0,4.71,66.0,1.0,,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,,,,2.0,1.0,1.0,1.0,,,1.0,1.0,,,,,,8.15,7.0,6.75,6.5,5.5,3.75
2381,Berlin,2024-05-09,0,930.0,4.6,146.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,4.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,8.15,7.0,6.75,6.5,5.5,3.75
2382,Berlin,2024-05-09,0,895.0,4.37,100.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,4.0,,,,,,,,,,,,,8.15,7.0,6.75,6.5,5.5,3.75
2383,Berlin,2024-05-09,0,962.0,4.81,200.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,4.0,,,,,,,,,,,,,8.15,7.0,6.75,6.5,5.5,3.75
2384,Berlin,2024-05-09,0,962.0,4.82,198.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,4.0,,,,,,,,,,,,,8.15,7.0,6.75,6.5,5.5,3.75
2385,Berlin,2024-05-09,0,941.0,4.81,139.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,4.0,1.0,,1.0,1.0,,,,1.0,,,,,8.15,7.0,6.75,6.5,5.5,3.75
2386,Berlin,2024-05-09,0,912.0,4.37,123.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,2.0,1.0,1.0,,1.0,,,,1.0,,,,,8.15,7.0,6.75,6.5,5.5,3.75
2387,Berlin,2024-05-09,0,996.0,,,1.0,1.0,1.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,,,,4.0,1.0,,,,,,,,,,,,8.15,7.0,6.75,6.5,5.5,3.75
2388,Berlin,2024-05-09,0,883.0,4.69,74.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,2.0,,1.0,1.0,1.0,,,,1.0,,1.0,,,8.15,7.0,6.75,6.5,5.5,3.75
2389,Berlin,2024-05-09,0,1067.0,4.79,39.0,1.0,1.0,1.0,,,1.0,1.0,,1.0,,1.0,,1.0,,,,,4.0,1.0,,,,,1.0,1.0,,,,,,8.15,7.0,6.75,6.5,5.5,3.75
2390,Berlin,2024-05-09,0,927.0,4.86,44.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,2.0,1.0,1.0,,1.0,,,,1.0,,,,,8.15,7.0,6.75,6.5,5.5,3.75
2391,Berlin,2024-05-09,0,967.0,,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,3.0,1.0,,1.0,,,1.0,1.0,,,1.0,,,8.15,7.0,6.75,6.5,5.5,3.75
2392,Berlin,2024-05-09,0,1009.0,4.91,58.0,,,,,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,2.0,,,,1.0,,,,,,,,1.0,8.15,7.0,6.75,6.5,5.5,3.75
2393,Berlin,2024-05-09,0,1110.0,,,,,,,,,,,1.0,1.0,,,,,,,,2.0,,,,,,,,1.0,,,,,8.15,7.0,6.75,6.5,5.5,3.75
2394,Berlin,2024-05-09,0,973.0,4.62,26.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,1.0,1.0,1.0,,,1.0,1.0,1.0,,1.0,,,8.15,7.0,6.75,6.5,5.5,3.75
2395,Berlin,2024-05-09,0,883.0,4.97,271.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,1.0,,1.0,1.0,1.0,,,1.0,,,,,8.15,7.0,6.75,6.5,5.5,3.75
2396,Berlin,2024-05-09,0,1095.0,4.93,58.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,1.0,,,,,2.0,1.0,,,1.0,1.0,,,,,,,,8.15,7.0,6.75,6.5,5.5,3.75
2397,Berlin,2024-05-09,0,903.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,1.0,,2.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,,,,8.15,7.0,6.75,6.5,5.5,3.75
2398,Berlin,2024-05-09,0,1088.0,5.0,13.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,6.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,1.0,,,8.15,7.0,6.75,6.5,5.5,3.75
2399,Berlin,2024-05-09,0,974.0,5.0,35.0,1.0,1.0,,,,,1.0,,1.0,1.0,,,1.0,,,,,2.0,,,,1.0,1.0,,,,,,,,8.15,7.0,6.75,6.5,5.5,3.75
2400,Berlin,2024-05-09,0,1111.0,4.07,57.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,,,,1.0,,,,1.0,,,,,,,,,,,,,8.15,7.0,6.75,6.5,5.5,3.75
2401,Berlin,2024-05-09,0,969.0,,,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,4.0,,,,1.0,,,,,,,,,8.15,7.0,6.75,6.5,5.5,3.75
2402,Berlin,2024-05-09,0,969.0,4.6,25.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,3.0,,,,,,,,,,,,,8.15,7.0,6.75,6.5,5.5,3.75
2403,Berlin,2024-05-09,0,1083.0,4.55,47.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,4.0,,1.0,,1.0,,,,1.0,,,,,8.15,7.0,6.75,6.5,5.5,3.75
2404,Berlin,2024-05-09,0,952.0,4.39,155.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,4.0,1.0,,,1.0,,,,1.0,,,,,8.15,7.0,6.75,6.5,5.5,3.75
2405,Berlin,2024-05-09,0,971.0,4.44,109.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,4.0,,1.0,,1.0,,,,1.0,,,,,8.15,7.0,6.75,6.5,5.5,3.75
2406,Berlin,2024-05-09,0,907.0,4.39,123.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,,2.0,1.0,1.0,,1.0,,,,1.0,,,,,8.15,7.0,6.75,6.5,5.5,3.75
2407,Berlin,2024-05-09,0,922.0,3.67,3.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,1.0,,4.0,,,,,,,,,,,,,8.15,7.0,6.75,6.5,5.5,3.75
2408,Berlin,2024-05-09,0,962.0,4.82,163.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,4.0,,,,1.0,,,,1.0,,,,,8.15,7.0,6.75,6.5,5.5,3.75
2409,Berlin,2024-05-09,0,939.0,4.29,123.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,2.0,,,1.0,1.0,1.0,,,1.0,,,,,8.15,7.0,6.75,6.5,5.5,3.75
2410,Berlin,2024-05-09,0,1046.0,4.2,201.0,1.0,1.0,,,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,1.0,,4.0,,,,,,,,,,,,,8.15,7.0,6.75,6.5,5.5,3.75
2411,Berlin,2024-05-09,0,903.0,4.74,34.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,8.15,7.0,6.75,6.5,5.5,3.75
2412,Berlin,2024-05-09,0,994.0,4.65,85.0,,,,,1.0,,,1.0,1.0,1.0,1.0,,,,,,,2.0,,,,,,,,,,,,,8.15,7.0,6.75,6.5,5.5,3.75
2413,Berlin,2024-05-09,0,938.0,4.73,44.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,2.0,1.0,,,1.0,1.0,,,,,,,,8.15,7.0,6.75,6.5,5.5,3.75
2414,Berlin,2024-05-09,0,921.0,4.9,62.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,5.0,,,,,,,,,,1.0,,,8.15,7.0,6.75,6.5,5.5,3.75
2415,Berlin,2024-05-09,0,915.0,4.64,56.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,3.0,1.0,,,1.0,1.0,,,,,,,,8.15,7.0,6.75,6.5,5.5,3.75
2416,Berlin,2024-05-09,0,1070.0,4.39,134.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,2.0,,1.0,1.0,,,1.0,1.0,1.0,,,,,8.15,7.0,6.75,6.5,5.5,3.75
2417,Berlin,2024-05-09,0,994.0,4.91,11.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,8.15,7.0,6.75,6.5,5.5,3.75
2418,Berlin,2024-05-09,0,941.0,4.91,11.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,4.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,8.15,7.0,6.75,6.5,5.5,3.75
2419,Berlin,2024-05-09,0,962.0,4.78,9.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,4.0,,1.0,1.0,1.0,1.0,,,,,1.0,,,8.15,7.0,6.75,6.5,5.5,3.75
2420,Berlin,2024-05-09,0,1023.0,4.29,7.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,4.0,,1.0,1.0,1.0,1.0,,,1.0,,,,,8.15,7.0,6.75,6.5,5.5,3.75
2421,Berlin,2024-05-09,0,960.0,4.89,9.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,2.0,,1.0,1.0,1.0,1.0,,,1.0,,1.0,,,8.15,7.0,6.75,6.5,5.5,3.75
2422,Berlin,2024-05-09,0,921.0,4.96,54.0,1.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,5.0,1.0,,,,,,,,,,,,8.15,7.0,6.75,6.5,5.5,3.75
2423,Berlin,2024-05-09,0,967.0,4.47,59.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,3.0,1.0,1.0,,,,1.0,1.0,1.0,,,,,8.15,7.0,6.75,6.5,5.5,3.75
2424,Berlin,2024-05-09,0,936.0,4.73,22.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,8.15,7.0,6.75,6.5,5.5,3.75
2425,Berlin,2024-05-09,0,910.0,4.8,86.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,,1.0,,,1.0,1.0,,,1.0,,,8.15,7.0,6.75,6.5,5.5,3.75
2426,Berlin,2024-05-09,0,991.0,4.96,69.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,4.0,1.0,,,,,,,,,,,,8.15,7.0,6.75,6.5,5.5,3.75
2427,Berlin,2024-05-09,0,894.0,4.96,28.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,2.0,,,1.0,1.0,,,,1.0,,,,,8.15,7.0,6.75,6.5,5.5,3.75
2428,Berlin,2024-05-09,0,947.0,4.56,25.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,,,,1.0,,,,2.0,1.0,,,,,,,1.0,,,,,8.15,7.0,6.75,6.5,5.5,3.75
2429,Berlin,2024-05-09,0,1185.0,,,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,,,,1.0,,,,2.0,1.0,,,,,,,1.0,,,,,8.15,7.0,6.75,6.5,5.5,3.75
2430,Berlin,2024-05-09,0,962.0,,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,8.15,7.0,6.75,6.5,5.5,3.75
2431,Berlin,2024-05-09,0,950.0,4.91,102.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,8.15,7.0,6.75,6.5,5.5,3.75
2432,Berlin,2024-05-09,0,1143.0,4.9,59.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,,,1.0,1.0,1.0,,1.0,,1.0,8.15,7.0,6.75,6.5,5.5,3.75
2433,Berlin,2024-05-09,0,909.0,4.89,18.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,2.0,1.0,,1.0,,,,,1.0,,1.0,,,8.15,7.0,6.75,6.5,5.5,3.75
2434,Berlin,2024-05-09,0,956.0,5.0,4.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,4.0,,,,1.0,1.0,,,,,,,,8.15,7.0,6.75,6.5,5.5,3.75
2435,Berlin,2024-05-09,0,1062.0,4.2,99.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,1.0,,2.0,1.0,,,1.0,,,,,,,,,8.15,7.0,6.75,6.5,5.5,3.75
2436,Berlin,2024-05-09,0,1088.0,5.0,9.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,2.0,,,,1.0,,,,,,,,,8.15,7.0,6.75,6.5,5.5,3.75
2437,Berlin,2024-05-09,0,1111.0,4.71,7.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,8.15,7.0,6.75,6.5,5.5,3.75
2438,Berlin,2024-05-09,0,1061.0,4.91,43.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,3.0,1.0,,,1.0,1.0,,,,,1.0,,,8.15,7.0,6.75,6.5,5.5,3.75
2439,Berlin,2024-05-09,0,918.0,4.6,67.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,,,,1.0,,,,2.0,1.0,,,,,,,1.0,,,,,8.15,7.0,6.75,6.5,5.5,3.75
2440,Berlin,2024-05-09,0,1073.0,,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,2.0,1.0,1.0,,1.0,,,,1.0,,,,,8.15,7.0,6.75,6.5,5.5,3.75
2441,Berlin,2024-05-09,0,974.0,,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,,5.0,,1.0,1.0,,,1.0,1.0,1.0,,1.0,,,8.15,7.0,6.75,6.5,5.5,3.75
