,Cities,Day_pre,Day_after,house_link,location,price,rating,info,features
383,Lyon,2024-06-02,2024-06-03,https://www.airbnb.dk/rooms/53452508?category_tag=Tag%3A8678&enable_m3_private_room=true&check_in=2024-06-02&check_out=2024-06-03&source_impression_id=p3_1692136087_%2BVwGm%2Bwp%2F5e2l6ZI&previous_page_section_name=1000&federated_search_id=c43ac8aa-0162-4790-9229-b621385c70cf,[],854,"4,75 · 4 omtaler",1 seng||Delt badeværelse||Værten eller andre bor muligvis i boligen||,"Soveværelse og tøjvask||Vaskemaskine||Underholdning||TV||Internet og kontor||Trådløst internet||Køkken og spisning||Køkken
Sted hvor gæsterne kan tilberede deres egne måltider||Ikke inkluderet||Ikke tilgængelig: Overvågningskameraer på ejendommen
Overvågningskameraer på ejendommen||Ikke tilgængelig: Aircondition
Aircondition||Ikke tilgængelig: Hårtørrer
Hårtørrer||Ikke tilgængelig: Basisting
Basisting||Ikke tilgængelig: Røgalarm
Røgalarm
Denne bolig har muligvis ikke en røgalarm. Kontakt værten, hvis du har spørgsmål.||Ikke tilgængelig: Kuliltealarm
Kuliltealarm
Denne bolig har muligvis ikke en kuliltealarm. Kontakt værten, hvis du har spørgsmål.||Ikke tilgængelig: Shampoo
Shampoo||Ikke tilgængelig: Privat indgang
Privat indgang||Ikke tilgængelig: Varme
Varme||"
384,Lyon,2024-06-02,2024-06-03,https://www.airbnb.dk/rooms/873766956753918366?check_in=2024-06-02&check_out=2024-06-03&source_impression_id=p3_1692136087_DbXkPBrQkolQquQG&previous_page_section_name=1000&federated_search_id=c43ac8aa-0162-4790-9229-b621385c70cf,[],692,[],4 gæster|| · 1 soveværelse|| · 1 seng|| · 1 badeværelse||,"Underholdning||TV||Klaver||Sikkerhed i hjemmet||Røgalarm||Internet og kontor||Trådløst internet||Dedikeret arbejdsplads||Køkken og spisning||Køkken
Sted hvor gæsterne kan tilberede deres egne måltider||Udendørs||Udendørs spiseområde||Parkering og faciliteter||Gratis parkering på stedet||Tjenester||Værten tager imod dig||Ikke inkluderet||Ikke tilgængelig: Overvågningskameraer på ejendommen
Overvågningskameraer på ejendommen||Ikke tilgængelig: Vaskemaskine
Vaskemaskine||Ikke tilgængelig: Aircondition
Aircondition||Ikke tilgængelig: Hårtørrer
Hårtørrer||Ikke tilgængelig: Basisting
Basisting||Ikke tilgængelig: Kuliltealarm
Kuliltealarm
Denne bolig har muligvis ikke en kuliltealarm. Kontakt værten, hvis du har spørgsmål.||Ikke tilgængelig: Shampoo
Shampoo||Ikke tilgængelig: Privat indgang
Privat indgang||Ikke tilgængelig: Varme
Varme||"
385,Lyon,2024-06-02,2024-06-03,https://www.airbnb.dk/rooms/52413465?category_tag=Tag%3A8678&enable_m3_private_room=true&check_in=2024-06-02&check_out=2024-06-03&source_impression_id=p3_1692136087_qJpZ7JmzanThwQCo&previous_page_section_name=1000&federated_search_id=c43ac8aa-0162-4790-9229-b621385c70cf,"Villeurbanne, Auvergne-Rhône-Alpes, Frankrig",709,"4,96 · 26 omtaler",1 enkeltseng||Delt badeværelse||Værten bor her||,"Badeværelse||Badekar||Hårtørrer||Rengøringsprodukter||Shampoo||Bodyshampoo||Varmt vand||Soveværelse og tøjvask||Gratis vaskemaskine – i boligen||Gratis tørretumbler – i boligen||Basisting
Håndklæder, sengetøj, sæbe og toiletpapir||Sengetøj||Strygejern||Tøjopbevaring: kommode||Sikkerhed i hjemmet||Røgalarm||Internet og kontor||Hurtig wi-fi – 286 Mbps
Bekræftet med hastighedstest. Stream 4K-videoer, og deltag i videoopkald på flere enheder.||Dedikeret arbejdsplads
I et rum med en dør||Køkken og spisning||Køkken
Sted hvor gæsterne kan tilberede deres egne måltider||Américain Samsung-køleskab||Mikrobølgeovn||Basale ingredienser og basalt køkkentøj
Gryder og pander, olie, salt og peber||Service og bestik
Skåle, spisepinde, tallerkener, kopper osv.||Fryser||Opvaskemasine||Bosch-ovn||Elkedel||Kaffemaskine: kaffemaskine||Brødrister||Kaffe||Parkering og faciliteter||Gratis parkering i garage på stedet – 1 plads||Elevator
Boligen eller ejendommen har en elevator, der er mindst 132 cm dyb, og en døråbning, der er mindst 81 cm bred.||Betalingsparkering på parkeringsplads uden for ejendommen||Betalingsparkering på stedet||Tjenester||Morgenmad
Der tilbydes morgenmad||Ikke inkluderet||Ikke tilgængelig: TV
TV||Ikke tilgængelig: Aircondition
Aircondition||Ikke tilgængelig: Kuliltealarm
Kuliltealarm
Denne bolig har muligvis ikke en kuliltealarm. Kontakt værten, hvis du har spørgsmål.||Ikke tilgængelig: Privat indgang
Privat indgang||Ikke tilgængelig: Varme
Varme||"
386,Lyon,2024-06-02,2024-06-03,https://www.airbnb.dk/rooms/27696193?category_tag=Tag%3A8678&enable_m3_private_room=true&check_in=2024-06-02&check_out=2024-06-03&source_impression_id=p3_1692136087_crc%2Fo1PGeEyvEmMW&previous_page_section_name=1000&federated_search_id=c43ac8aa-0162-4790-9229-b621385c70cf,[],531,,2 dobbeltsenge||Delt badeværelse||Værten eller andre bor muligvis i boligen||,"Soveværelse og tøjvask||Vaskemaskine||Varme- og kølefunktion||Aircondition||Internet og kontor||Trådløst internet||Parkering og faciliteter||Gratis parkering på stedet||Ikke inkluderet||Ikke tilgængelig: Køkken
Køkken||Ikke tilgængelig: TV
TV||Ikke tilgængelig: Hårtørrer
Hårtørrer||Ikke tilgængelig: Basisting
Basisting||Ikke tilgængelig: Røgalarm
Røgalarm
Denne bolig har muligvis ikke en røgalarm. Kontakt værten, hvis du har spørgsmål.||Ikke tilgængelig: Kuliltealarm
Kuliltealarm
Denne bolig har muligvis ikke en kuliltealarm. Kontakt værten, hvis du har spørgsmål.||Ikke tilgængelig: Shampoo
Shampoo||Ikke tilgængelig: Privat indgang
Privat indgang||Ikke tilgængelig: Varme
Varme||"
387,Lyon,2024-06-02,2024-06-03,https://www.airbnb.dk/rooms/772934433466767181?check_in=2024-06-02&check_out=2024-06-03&source_impression_id=p3_1692136087_seB52amxUhZUXOvG&previous_page_section_name=1000&federated_search_id=c43ac8aa-0162-4790-9229-b621385c70cf,[],809,"4,67 · 15 omtaler",4 gæster|| · 2 soveværelser|| · 4 senge|| · 1 badeværelse||,"Soveværelse og tøjvask||Gratis vaskemaskine – i boligen||Strygejern||Underholdning||TV||Sikkerhed i hjemmet||Røgalarm||Internet og kontor||Trådløst internet||Køkken og spisning||Køkken
Sted hvor gæsterne kan tilberede deres egne måltider||Køleskab||Service og bestik
Skåle, spisepinde, tallerkener, kopper osv.||Kaffemaskine||Udendørs||Terrasse eller balkon||Parkering og faciliteter||Gratis parkering på stedet||Ikke inkluderet||Ikke tilgængelig: Overvågningskameraer på ejendommen
Overvågningskameraer på ejendommen||Ikke tilgængelig: Aircondition
Aircondition||Ikke tilgængelig: Hårtørrer
Hårtørrer||Ikke tilgængelig: Basisting
Basisting||Ikke tilgængelig: Kuliltealarm
Kuliltealarm
Denne bolig har muligvis ikke en kuliltealarm. Kontakt værten, hvis du har spørgsmål.||Ikke tilgængelig: Shampoo
Shampoo||Ikke tilgængelig: Privat indgang
Privat indgang||Ikke tilgængelig: Varme
Varme||"
388,Lyon,2024-06-02,2024-06-03,https://www.airbnb.dk/rooms/720548810067535855?check_in=2024-06-02&check_out=2024-06-03&source_impression_id=p3_1692136087_Pb0q4UGcXZ6fZxSI&previous_page_section_name=1000&federated_search_id=c43ac8aa-0162-4790-9229-b621385c70cf,[],800,"4,50 · 6 omtaler",2 gæster|| · Studio-lejlighed|| · 1 seng|| · 1 badeværelse||,"Badeværelse||Hårtørrer||Rengøringsprodukter||Varmt vand||Soveværelse og tøjvask||Basisting
Håndklæder, sengetøj, sæbe og toiletpapir||Bøjler||Sengetøj
Sengetøj i bomuld||Strygejern||Tøjtørrestativ||Tøjopbevaring||Familie||Betalt rejseseng til børn – til rådighed på anmodning||Varme- og kølefunktion||Bærbare ventilatorer||Sikkerhed i hjemmet||Røgalarm||Køkken og spisning||Køkken
Sted hvor gæsterne kan tilberede deres egne måltider||Mikrobølgeovn||Basale ingredienser og basalt køkkentøj
Gryder og pander, olie, salt og peber||Service og bestik
Skåle, spisepinde, tallerkener, kopper osv.||Minikøleskab||Fryser||Elkedel||Kaffemaskine||Vinglas||Brødrister||Bagepapir||Kaffe||Parkering og faciliteter||Gratis parkering på gaden||Enetageshus
Ingen trapper i boligen||Tjenester||Bagageaflevering tilladt
Bekvemt for gæsterne når de ankommer tidligt eller tager sent af sted||Længerevarende ophold tilladt
Tillader ophold på 28 dage eller mere||Ikke inkluderet||Ikke tilgængelig: Overvågningskameraer på ejendommen
Overvågningskameraer på ejendommen||Ikke tilgængelig: Trådløst internet
Trådløst internet||Ikke tilgængelig: TV
TV||Ikke tilgængelig: Vaskemaskine
Vaskemaskine||Ikke tilgængelig: Aircondition
Aircondition||Ikke tilgængelig: Kuliltealarm
Kuliltealarm
Der er ingen kuliltealarm i ejendommen.||Ikke tilgængelig: Shampoo
Shampoo||Ikke tilgængelig: Privat indgang
Privat indgang||Ikke tilgængelig: Varme
Varme||"
389,Lyon,2024-06-02,2024-06-03,https://www.airbnb.dk/rooms/35938308?check_in=2024-06-02&check_out=2024-06-03&source_impression_id=p3_1692136087_hPcQHk90VTGsUUQT&previous_page_section_name=1000&federated_search_id=c43ac8aa-0162-4790-9229-b621385c70cf,"Villeurbanne, Auvergne-Rhône-Alpes, Frankrig",798,"4,67 · 6 omtaler",2 gæster|| · Studio-lejlighed|| · 1 seng|| · 1 badeværelse||,"Badeværelse||Rengøringsprodukter||Shampoo||Varmt vand||Showergel||Soveværelse og tøjvask||Vaskemaskine||Tørretumbler||Basisting
Håndklæder, sengetøj, sæbe og toiletpapir||Bøjler||Sengetøj||Strygejern||Tøjtørrestativ||Tøjopbevaring||Varme- og kølefunktion||Varme||Sikkerhed i hjemmet||Røgalarm||Køkken og spisning||Køkken
Sted hvor gæsterne kan tilberede deres egne måltider||Køleskab||Basale ingredienser og basalt køkkentøj
Gryder og pander, olie, salt og peber||Service og bestik
Skåle, spisepinde, tallerkener, kopper osv.||Minikøleskab||Fryser||Ovn||Elkedel||Spisebord||Ikke inkluderet||Ikke tilgængelig: Trådløst internet
Trådløst internet||Ikke tilgængelig: TV
TV||Ikke tilgængelig: Aircondition
Aircondition||Ikke tilgængelig: Hårtørrer
Hårtørrer||Ikke tilgængelig: Kuliltealarm
Kuliltealarm
Denne bolig har muligvis ikke en kuliltealarm. Kontakt værten, hvis du har spørgsmål.||Ikke tilgængelig: Privat indgang
Privat indgang||"
390,Lyon,2024-06-02,2024-06-03,https://www.airbnb.dk/rooms/867611154324141461?check_in=2024-06-02&check_out=2024-06-03&source_impression_id=p3_1692136087_9Ffk0ome4QY%2BYOeq&previous_page_section_name=1000&federated_search_id=c43ac8aa-0162-4790-9229-b621385c70cf,[],527,[],2 gæster|| · 2 soveværelser|| · 1 seng|| · 1 badeværelse||,"Soveværelse og tøjvask||Vaskemaskine||Underholdning||TV||Sikkerhed i hjemmet||Røgalarm||Køkken og spisning||Køkken
Sted hvor gæsterne kan tilberede deres egne måltider||Parkering og faciliteter||Betalingsparkering på stedet||Tjenester||Værten tager imod dig||Ikke inkluderet||Ikke tilgængelig: Overvågningskameraer på ejendommen
Overvågningskameraer på ejendommen||Ikke tilgængelig: Trådløst internet
Trådløst internet||Ikke tilgængelig: Aircondition
Aircondition||Ikke tilgængelig: Hårtørrer
Hårtørrer||Ikke tilgængelig: Basisting
Basisting||Ikke tilgængelig: Kuliltealarm
Kuliltealarm
Denne bolig har muligvis ikke en kuliltealarm. Kontakt værten, hvis du har spørgsmål.||Ikke tilgængelig: Shampoo
Shampoo||Ikke tilgængelig: Privat indgang
Privat indgang||Ikke tilgængelig: Varme
Varme||"
391,Lyon,2024-06-02,2024-06-03,https://www.airbnb.dk/rooms/682486668780038035?category_tag=Tag%3A8678&enable_m3_private_room=true&check_in=2024-06-02&check_out=2024-06-03&source_impression_id=p3_1692136087_gML0PfdS7NfrVr%2BT&previous_page_section_name=1000&federated_search_id=c43ac8aa-0162-4790-9229-b621385c70cf,[],539,,1 seng||Delt badeværelse||Værten eller andre bor muligvis i boligen||,"Badeværelse||Hårtørrer||Soveværelse og tøjvask||Vaskemaskine||Strygejern||Varme- og kølefunktion||Aircondition||Internet og kontor||Trådløst internet||Dedikeret arbejdsplads||Køkken og spisning||Køleskab||Kaffemaskine||Udendørs||Terrasse eller balkon||Ikke inkluderet||Ikke tilgængelig: Overvågningskameraer på ejendommen
Overvågningskameraer på ejendommen||Ikke tilgængelig: Køkken
Køkken||Ikke tilgængelig: TV
TV||Ikke tilgængelig: Basisting
Basisting||Ikke tilgængelig: Røgalarm
Røgalarm
Denne bolig har muligvis ikke en røgalarm. Kontakt værten, hvis du har spørgsmål.||Ikke tilgængelig: Kuliltealarm
Kuliltealarm
Denne bolig har muligvis ikke en kuliltealarm. Kontakt værten, hvis du har spørgsmål.||Ikke tilgængelig: Shampoo
Shampoo||Ikke tilgængelig: Privat indgang
Privat indgang||Ikke tilgængelig: Varme
Varme||"
392,Lyon,2024-06-02,2024-06-03,https://www.airbnb.dk/rooms/591154609973962961?category_tag=Tag%3A8678&enable_m3_private_room=true&check_in=2024-06-02&check_out=2024-06-03&source_impression_id=p3_1692136087_eG2lgjsT%2BAi4Bw%2FX&previous_page_section_name=1000&federated_search_id=c43ac8aa-0162-4790-9229-b621385c70cf,,534,,1 seng||Delt badeværelse||Værtens bofæller bor her||,"Badeværelse||Hårtørrer||Soveværelse og tøjvask||Vaskemaskine||Strygejern||Varme- og kølefunktion||Aircondition||Sikkerhed i hjemmet||Røgalarm||Internet og kontor||Trådløst internet||Dedikeret arbejdsplads||Køkken og spisning||Køkken
Sted hvor gæsterne kan tilberede deres egne måltider||Ikke inkluderet||Ikke tilgængelig: Overvågningskameraer på ejendommen
Overvågningskameraer på ejendommen||Ikke tilgængelig: TV
TV||Ikke tilgængelig: Basisting
Basisting||Ikke tilgængelig: Kuliltealarm
Kuliltealarm
Denne bolig har muligvis ikke en kuliltealarm. Kontakt værten, hvis du har spørgsmål.||Ikke tilgængelig: Shampoo
Shampoo||Ikke tilgængelig: Privat indgang
Privat indgang||Ikke tilgængelig: Varme
Varme||"
393,Lyon,2024-06-02,2024-06-03,https://www.airbnb.dk/rooms/138798?category_tag=Tag%3A8678&enable_m3_private_room=true&check_in=2024-06-02&check_out=2024-06-03&source_impression_id=p3_1692136087_P3diIRBWMzQ9cYYX&previous_page_section_name=1000&federated_search_id=c43ac8aa-0162-4790-9229-b621385c70cf,"Rillieux-la-Pape, Rhône-Alpes, Frankrig",734,"4,39 · 33 omtaler",3 soveværelser||6 senge||Privat badeværelse med egen indgang||Værten og andre gæster er her muligvis||,"Badeværelse||Hårtørrer||Varmt vand||Soveværelse og tøjvask||Basisting
Håndklæder, sengetøj, sæbe og toiletpapir||Bøjler||Sengetøj||Ekstra puder og dyner||Strygejern||Familie||Vugge||Pack 'n play / rejseseng||Varme- og kølefunktion||Varme||Sikkerhed i hjemmet||Røgalarm||Internet og kontor||Trådløst internet||Køkken og spisning||Køleskab||Udendørs||Baggård
Et åbent område på ejendommen, der normalt er dækket af græs||Strandting
Strandhåndklæder, parasol, strandlagen, snorkeludstyr||Parkering og faciliteter||Gratis parkering på stedet||Swimmingpool||Tjenester||Kæledyr tilladt
Servicedyr tillades altid||Morgenmad
Der tilbydes morgenmad||Rygning tilladt||Ikke inkluderet||Ikke tilgængelig: Køkken
Køkken||Ikke tilgængelig: TV
TV||Ikke tilgængelig: Vaskemaskine
Vaskemaskine||Ikke tilgængelig: Aircondition
Aircondition||Ikke tilgængelig: Kuliltealarm
Kuliltealarm
Denne bolig har muligvis ikke en kuliltealarm. Kontakt værten, hvis du har spørgsmål.||Ikke tilgængelig: Shampoo
Shampoo||Ikke tilgængelig: Privat indgang
Privat indgang||"
394,Lyon,2024-06-02,2024-06-03,https://www.airbnb.dk/rooms/668575133124953872?check_in=2024-06-02&check_out=2024-06-03&source_impression_id=p3_1692136087_YjKXnAdgrRgQ3cdC&previous_page_section_name=1000&federated_search_id=c43ac8aa-0162-4790-9229-b621385c70cf,[],646,"4,92 · 12 omtaler",4 gæster|| · 2 soveværelser|| · 2 senge|| · 1 badeværelse||,"Badeværelse||Varmt vand||Soveværelse og tøjvask||Vaskemaskine||Basisting
Håndklæder, sengetøj, sæbe og toiletpapir||Bøjler||Sengetøj
Sengetøj i bomuld||Strygejern||Tøjtørrestativ||Tøjopbevaring: skab og kommode||Underholdning||TV||Familie||Pack 'n play / rejseseng – til rådighed på anmodning||Varme- og kølefunktion||Centralvarme||Internet og kontor||Trådløst internet||Køkken og spisning||Køkken
Sted hvor gæsterne kan tilberede deres egne måltider||Køleskab||Mikrobølgeovn||Basale ingredienser og basalt køkkentøj
Gryder og pander, olie, salt og peber||Service og bestik
Skåle, spisepinde, tallerkener, kopper osv.||Fryser||Opvaskemasine||Ovn i rustfrit stål||Elkedel||Kaffemaskine: espressomaskine||Vinglas||Brødrister||Bagepapir||Affaldskompressor||Spisebord||Udendørs||Privat terrasse eller balkon||Parkering og faciliteter||Gratis parkering på stedet||Tjenester||Værten tager imod dig||Ikke inkluderet||Ikke tilgængelig: Overvågningskameraer på ejendommen
Overvågningskameraer på ejendommen||Ikke tilgængelig: Aircondition
Aircondition||Ikke tilgængelig: Hårtørrer
Hårtørrer||Ikke tilgængelig: Røgalarm
Røgalarm
Denne bolig har muligvis ikke en røgalarm. Kontakt værten, hvis du har spørgsmål.||Ikke tilgængelig: Kuliltealarm
Kuliltealarm
Denne bolig har muligvis ikke en kuliltealarm. Kontakt værten, hvis du har spørgsmål.||Ikke tilgængelig: Shampoo
Shampoo||Ikke tilgængelig: Privat indgang
Privat indgang||"
395,Lyon,2024-06-02,2024-06-03,https://www.airbnb.dk/rooms/800690925367381819?check_in=2024-06-02&check_out=2024-06-03&source_impression_id=p3_1692136087_xIu522K0kKJaNizZ&previous_page_section_name=1000&federated_search_id=c43ac8aa-0162-4790-9229-b621385c70cf,[],707,1 omtale,2 gæster|| · 2 soveværelser|| · 2 senge|| · 1 badeværelse||,"Sikkerhed i hjemmet||Røgalarm||Førstehjælpskasse||Internet og kontor||Trådløst internet||Køkken og spisning||Køkken
Sted hvor gæsterne kan tilberede deres egne måltider||Parkering og faciliteter||Gratis parkering på stedet||Ikke inkluderet||Ikke tilgængelig: Overvågningskameraer på ejendommen
Overvågningskameraer på ejendommen||Ikke tilgængelig: TV
TV||Ikke tilgængelig: Vaskemaskine
Vaskemaskine||Ikke tilgængelig: Aircondition
Aircondition||Ikke tilgængelig: Hårtørrer
Hårtørrer||Ikke tilgængelig: Basisting
Basisting||Ikke tilgængelig: Kuliltealarm
Kuliltealarm
Denne bolig har muligvis ikke en kuliltealarm. Kontakt værten, hvis du har spørgsmål.||Ikke tilgængelig: Shampoo
Shampoo||Ikke tilgængelig: Privat indgang
Privat indgang||Ikke tilgængelig: Varme
Varme||"
396,Lyon,2024-06-02,2024-06-03,https://www.airbnb.dk/rooms/847883210124868781?check_in=2024-06-02&check_out=2024-06-03&source_impression_id=p3_1692136087_6A5Q2zXKEdEt2OvN&previous_page_section_name=1000&federated_search_id=c43ac8aa-0162-4790-9229-b621385c70cf,[],850,2 omtaler,3 gæster|| · 2 soveværelser|| · 2 senge|| · 1 badeværelse||,"Badeværelse||Badekar||Rengøringsprodukter||Hyper u-bodyshampoo||Varmt vand||Showergel||Soveværelse og tøjvask||Vaskemaskine||Basisting
Håndklæder, sengetøj, sæbe og toiletpapir||Sengetøj
Sengetøj i bomuld||Mørklægningsgardiner||Tøjtørrestativ||Tøjopbevaring: skab||Varme- og kølefunktion||Varme||Sikkerhed i hjemmet||Røgalarm||Internet og kontor||Dedikeret arbejdsplads
I et rum med en dør||Køkken og spisning||Køkken
Sted hvor gæsterne kan tilberede deres egne måltider||Køleskab||Basale ingredienser og basalt køkkentøj
Gryder og pander, olie, salt og peber||Service og bestik
Skåle, spisepinde, tallerkener, kopper osv.||Minikøleskab||Fryser||Opvaskemasine||Gaskomfur||Enkeltovn i rustfrit stål||Elkedel||Kaffemaskine||Brødrister||Bagepapir||Spisebord||Kaffe||Brødmaskine||Ting i nærheden||Møntvaskeri i nærheden||Udendørs||Privat terrasse eller balkon||Baggård
Et åbent område på ejendommen, der normalt er dækket af græs||Parkering og faciliteter||Gratis parkering på stedet||Gratis parkering på gaden||Elevator
Boligen eller ejendommen har en elevator, der er mindst 132 cm dyb, og en døråbning, der er mindst 81 cm bred.||Betalingsparkering uden for ejendommen||Enetageshus
Ingen trapper i boligen||Tjenester||Bagageaflevering tilladt
Bekvemt for gæsterne når de ankommer tidligt eller tager sent af sted||Længerevarende ophold tilladt
Tillader ophold på 28 dage eller mere||Værten tager imod dig||Ikke inkluderet||Ikke tilgængelig: Overvågningskameraer på ejendommen
Overvågningskameraer på ejendommen||Ikke tilgængelig: Trådløst internet
Trådløst internet||Ikke tilgængelig: TV
TV||Ikke tilgængelig: Aircondition
Aircondition||Ikke tilgængelig: Hårtørrer
Hårtørrer||Ikke tilgængelig: Kuliltealarm
Kuliltealarm
Der er ingen kuliltealarm i ejendommen.||Ikke tilgængelig: Shampoo
Shampoo||Ikke tilgængelig: Privat indgang
Privat indgang||"
397,Lyon,2024-06-02,2024-06-03,https://www.airbnb.dk/rooms/744795612572591841?category_tag=Tag%3A8678&enable_m3_private_room=true&check_in=2024-06-02&check_out=2024-06-03&source_impression_id=p3_1692136087_6UFU8pMTQhGkvyAc&previous_page_section_name=1000&federated_search_id=c43ac8aa-0162-4790-9229-b621385c70cf,[],656,1 omtale,1 seng||Delt badeværelse||Værten eller andre bor muligvis i boligen||,"Badeværelse||Badekar||Hårtørrer||Rengøringsprodukter||Sanex-bodyshampoo||Bidet||Soveværelse og tøjvask||Vaskemaskine||Basisting
Håndklæder, sengetøj, sæbe og toiletpapir||Sengetøj
Sengetøj i bomuld||Underholdning||TV||Varme- og kølefunktion||Strålevarme||Sikkerhed i hjemmet||Lås på dør til soveværelset
Privat værelse kan låses for sikkerhed og privatliv||Internet og kontor||Trådløst internet||Køkken og spisning||Køkken
Sted hvor gæsterne kan tilberede deres egne måltider||Mikrobølgeovn||Basale ingredienser og basalt køkkentøj
Gryder og pander, olie, salt og peber||Service og bestik
Skåle, spisepinde, tallerkener, kopper osv.||Minikøleskab||Fryser||Vinglas||Bagepapir||Riskoger||Parkering og faciliteter||Gratis parkering på stedet||Tjenester||Længerevarende ophold tilladt
Tillader ophold på 28 dage eller mere||Ikke inkluderet||Ikke tilgængelig: Overvågningskameraer på ejendommen
Overvågningskameraer på ejendommen||Ikke tilgængelig: Aircondition
Aircondition||Ikke tilgængelig: Røgalarm
Røgalarm
Denne bolig har muligvis ikke en røgalarm. Kontakt værten, hvis du har spørgsmål.||Ikke tilgængelig: Kuliltealarm
Kuliltealarm
Denne bolig har muligvis ikke en kuliltealarm. Kontakt værten, hvis du har spørgsmål.||Ikke tilgængelig: Shampoo
Shampoo||Ikke tilgængelig: Privat indgang
Privat indgang||"
398,Lyon,2024-06-02,2024-06-03,https://www.airbnb.dk/rooms/53452750?category_tag=Tag%3A8678&enable_m3_private_room=true&check_in=2024-06-02&check_out=2024-06-03&source_impression_id=p3_1692136087_s0mv%2BeQZrnzmCPRG&previous_page_section_name=1000&federated_search_id=c43ac8aa-0162-4790-9229-b621385c70cf,[],623,"5,0 · 10 omtaler",1 seng||Delt badeværelse||Værten eller andre bor muligvis i boligen||,"Naturskøn udsigt||Udsigt over gårdhaven||Badeværelse||Badekar||Hårtørrer||Rengøringsprodukter||Shampoo||Dove-bodyshampoo||Varmt vand||Showergel||Soveværelse og tøjvask||Vaskemaskine||Gratis tørretumbler||Basisting
Håndklæder, sengetøj, sæbe og toiletpapir||Bøjler||Sengetøj||Ekstra puder og dyner||Mørklægningsgardiner||Strygejern||Tøjtørrestativ||Tøjopbevaring: skab||Underholdning||TV||Stereoanlæg med Bluetooth||Bordtennisbord||Varme- og kølefunktion||Bærbar aircondition||Bærbare ventilatorer||Centralvarme||Sikkerhed i hjemmet||Røgalarm||Kuliltealarm||Lås på dør til soveværelset
Privat værelse kan låses for sikkerhed og privatliv||Internet og kontor||Trådløst internet||Dedikeret arbejdsplads||Lomme-wi-fi||Køkken og spisning||Køkken
Sted hvor gæsterne kan tilberede deres egne måltider||Køleskab||Mikrobølgeovn||Basale ingredienser og basalt køkkentøj
Gryder og pander, olie, salt og peber||Service og bestik
Skåle, spisepinde, tallerkener, kopper osv.||Fryser||Opvaskemasine||Komfur||Ovn||Elkedel||Kaffemaskine: kaffemaskine||Vinglas||Brødrister||Bagepapir||Riskoger||Spisebord||Kaffe||Brødmaskine||Ting i nærheden||Adgang til sø
Gæster kan komme til en sø ved hjælp af en sti eller en dok||Udendørs||Fælles baghave/baggård – Helt indhegnet
Et åbent område på ejendommen, der normalt er dækket af græs||Parkering og faciliteter||Gratis parkering på stedet||Gratis parkering på gaden||Elevator
Boligen eller ejendommen har en elevator, der er mindst 132 cm dyb, og en døråbning, der er mindst 81 cm bred.||Tjenester||Bagageaflevering tilladt
Bekvemt for gæsterne når de ankommer tidligt eller tager sent af sted||Der er mulighed for rengøring under opholdet||Ikke inkluderet||Ikke tilgængelig: Overvågningskameraer på ejendommen
Overvågningskameraer på ejendommen||Ikke tilgængelig: Privat indgang
Privat indgang||"
399,Lyon,2024-06-02,2024-06-03,https://www.airbnb.dk/rooms/936789144322804984?category_tag=Tag%3A8678&enable_m3_private_room=true&check_in=2024-06-02&check_out=2024-06-03&source_impression_id=p3_1692136093_VYRrpeEPhMA%2F1D3W&previous_page_section_name=1000&federated_search_id=8a445666-bcc7-4881-a4fa-162197048627,[],809,[],1 seng||Delt badeværelse||Værten bor her med sin familie||,"Soveværelse og tøjvask||Vaskemaskine||Varme- og kølefunktion||Aircondition||Sikkerhed i hjemmet||Røgalarm||Førstehjælpskasse||Internet og kontor||Trådløst internet||Køkken og spisning||Køkken
Sted hvor gæsterne kan tilberede deres egne måltider||Parkering og faciliteter||Gratis parkering på stedet||Ikke inkluderet||Ikke tilgængelig: Overvågningskameraer på ejendommen
Overvågningskameraer på ejendommen||Ikke tilgængelig: TV
TV||Ikke tilgængelig: Hårtørrer
Hårtørrer||Ikke tilgængelig: Basisting
Basisting||Ikke tilgængelig: Kuliltealarm
Kuliltealarm
Denne bolig har muligvis ikke en kuliltealarm. Kontakt værten, hvis du har spørgsmål.||Ikke tilgængelig: Shampoo
Shampoo||Ikke tilgængelig: Privat indgang
Privat indgang||Ikke tilgængelig: Varme
Varme||"
