,city,date,treat,price,rating,omtaler,gæster,soveværelser,bathroom,hair dryer,shampoo,hot water,washing machine,hangers,bed linen,security,work,wi-fi,kitchen,refrigerator,dishwasher,family,attractions nearby,outdoor,parkering and faciliteter,pool etc.,host,other,cleaning products,temperature,blackout curtains,entertainment,mailbox,view,fireplace,fitness equipment,smoking allowed,Sights,Safety,Shopping,Location,Climate,Affordability
103,Stockholm,2024-05-17,1,475.0,5.0,3,,1.0,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,,,,,,,1.0,,1.0,,,,6.75,8.75,6.25,9.0,5.0,1.5
104,Stockholm,2024-05-17,1,1038.0,4.83,6,4.0,4.0,,,,,1.0,,,1.0,1.0,1.0,1.0,1.0,,,1.0,,1.0,,1.0,,,,,1.0,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
105,Stockholm,2024-05-17,1,818.0,,,4.0,2.0,,,,,1.0,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,,,,,1.0,1.0,,,,,6.75,8.75,6.25,9.0,5.0,1.5
106,Stockholm,2024-05-17,1,356.0,5.0,3,,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,,,1.0,1.0,1.0,,1.0,,1.0,,,,6.75,8.75,6.25,9.0,5.0,1.5
107,Stockholm,2024-05-17,1,490.0,4.75,16,,1.0,1.0,1.0,1.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,,,,,,1.0,,,,1.0,,6.75,8.75,6.25,9.0,5.0,1.5
108,Stockholm,2024-05-17,1,386.0,,,,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
109,Stockholm,2024-05-17,1,1113.0,,,,2.0,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,1.0,,,6.75,8.75,6.25,9.0,5.0,1.5
110,Stockholm,2024-05-17,1,371.0,,,,1.0,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
111,Stockholm,2024-05-17,1,668.0,,,,2.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
112,Stockholm,2024-05-17,1,211.0,4.86,14,,1.0,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
113,Stockholm,2024-05-17,1,542.0,4.23,22,2.0,2.0,1.0,,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,1.0,1.0,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
114,Stockholm,2024-05-17,1,809.0,,,4.0,3.0,,,,,1.0,,,1.0,1.0,1.0,1.0,,,,,1.0,1.0,,1.0,,,,,1.0,1.0,,,,,6.75,8.75,6.25,9.0,5.0,1.5
115,Stockholm,2024-05-17,1,418.0,,,2.0,1.0,1.0,1.0,,,1.0,,,1.0,1.0,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
116,Stockholm,2024-05-17,1,201.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,1.0,1.0,1.0,1.0,,,1.0,,,,,6.75,8.75,6.25,9.0,5.0,1.5
117,Stockholm,2024-05-17,1,1038.0,,,4.0,2.0,,,,,1.0,,,1.0,1.0,1.0,1.0,,,,,1.0,1.0,,1.0,,,,,1.0,,1.0,,,,6.75,8.75,6.25,9.0,5.0,1.5
118,Stockholm,2024-05-17,1,408.0,4.78,87,,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,1.0,,,,6.75,8.75,6.25,9.0,5.0,1.5
119,Stockholm,2024-05-17,1,282.0,,,1.0,1.0,,,,,1.0,,,1.0,1.0,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
120,Stockholm,2024-05-17,1,267.0,5.0,6,2.0,1.0,1.0,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,1.0,,,1.0,,1.0,,,,1.0,1.0,6.75,8.75,6.25,9.0,5.0,1.5
121,Stockholm,2024-05-17,1,518.0,,,,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,,1.0,,,,6.75,8.75,6.25,9.0,5.0,1.5
122,Stockholm,2024-05-17,1,520.0,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
123,Stockholm,2024-05-17,1,313.0,,,,1.0,,,,,1.0,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,,,,,1.0,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
124,Stockholm,2024-05-17,1,406.0,,,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
125,Stockholm,2024-05-17,1,448.0,5.0,12,,,1.0,,,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,,1.0,1.0,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
126,Stockholm,2024-05-17,1,883.0,4.25,4,3.0,3.0,1.0,,,,1.0,,,,,,1.0,1.0,,1.0,1.0,1.0,1.0,,,1.0,1.0,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
127,Stockholm,2024-05-17,1,445.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,1.0,,,1.0,,1.0,,,,,1.0,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
128,Stockholm,2024-05-17,1,831.0,,,1.0,1.0,1.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,,1.0,,,,,1.0,1.0,,,,,6.75,8.75,6.25,9.0,5.0,1.5
129,Stockholm,2024-05-17,1,232.0,,,,1.0,1.0,1.0,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,1.0,1.0,1.0,,1.0,,1.0,,1.0,1.0,6.75,8.75,6.25,9.0,5.0,1.5
130,Stockholm,2024-05-17,1,1036.0,,,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,1.0,1.0,1.0,,,1.0,1.0,,,,,6.75,8.75,6.25,9.0,5.0,1.5
131,Stockholm,2024-05-17,1,566.0,4.88,24,,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,6.75,8.75,6.25,9.0,5.0,1.5
132,Stockholm,2024-05-17,1,445.0,4.41,59,2.0,2.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,6.75,8.75,6.25,9.0,5.0,1.5
133,Stockholm,2024-05-17,1,1168.0,,,4.0,3.0,,,,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,1.0,,,1.0,,1.0,,,1.0,,,6.75,8.75,6.25,9.0,5.0,1.5
134,Stockholm,2024-05-17,1,576.0,,,3.0,2.0,1.0,,1.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,,,,,1.0,,,1.0,1.0,1.0,,1.0,,,,1.0,,6.75,8.75,6.25,9.0,5.0,1.5
135,Stockholm,2024-05-17,1,312.0,4.80,10,,1.0,1.0,1.0,,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,,,,,,,1.0,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
136,Stockholm,2024-05-17,1,408.0,4.53,17,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,1.0,1.0,,1.0,,,,6.75,8.75,6.25,9.0,5.0,1.5
137,Stockholm,2024-05-17,1,334.0,5.0,4,,1.0,,,,,1.0,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,,,,,,,,1.0,,,,1.0,,6.75,8.75,6.25,9.0,5.0,1.5
138,Stockholm,2024-05-17,1,267.0,4.75,4,,1.0,1.0,1.0,,,1.0,,,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
139,Stockholm,2024-05-17,1,1224.0,4.0,4,2.0,1.0,1.0,,,1.0,,,,,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,1.0,,,1.0,,1.0,1.0,,,,,6.75,8.75,6.25,9.0,5.0,1.5
140,Stockholm,2024-05-17,1,408.0,,,,1.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
141,Stockholm,2024-05-17,1,451.0,4.33,3,,1.0,,,,,,,,,1.0,1.0,1.0,,,,,,,,1.0,,,,,,1.0,,,,,6.75,8.75,6.25,9.0,5.0,1.5
142,Stockholm,2024-05-17,1,396.0,,,,1.0,1.0,1.0,1.0,,,,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,1.0,1.0,1.0,,,,6.75,8.75,6.25,9.0,5.0,1.5
143,Stockholm,2024-05-17,1,272.0,,,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
144,Stockholm,2024-05-17,1,922.0,,,3.0,2.0,,,,,1.0,,,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
145,Stockholm,2024-05-17,1,230.0,5.0,4,,2.0,,,,,1.0,,,1.0,1.0,1.0,1.0,1.0,,,,,1.0,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
146,Stockholm,2024-05-17,1,742.0,5.0,6,4.0,2.0,,,,,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,,,1.0,,1.0,,1.0,1.0,,,6.75,8.75,6.25,9.0,5.0,1.5
147,Stockholm,2024-05-17,1,745.0,,,4.0,1.0,,,,,1.0,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,,,,1.0,,1.0,,,1.0,,,6.75,8.75,6.25,9.0,5.0,1.5
148,Stockholm,2024-05-17,1,614.0,,,,,,,,,,,,1.0,1.0,,1.0,,,,,1.0,1.0,,,,,,,1.0,,,,1.0,,6.75,8.75,6.25,9.0,5.0,1.5
149,Stockholm,2024-05-17,1,643.0,,,,1.0,1.0,1.0,,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
150,Stockholm,2024-05-17,1,334.0,5.0,11,,1.0,1.0,,1.0,1.0,,1.0,,,1.0,1.0,1.0,,,,,,,,1.0,,,1.0,,1.0,1.0,,,,,6.75,8.75,6.25,9.0,5.0,1.5
151,Stockholm,2024-05-17,1,421.0,4.33,3,4.0,2.0,,,,,1.0,,,1.0,1.0,1.0,1.0,,,,,1.0,1.0,,,,,,,1.0,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
152,Stockholm,2024-05-17,1,612.0,5.0,3,,1.0,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
153,Stockholm,2024-05-17,1,337.0,,,2.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,1.0,,1.0,,,,6.75,8.75,6.25,9.0,5.0,1.5
154,Stockholm,2024-05-17,1,538.0,,,4.0,2.0,,,,,1.0,,,1.0,1.0,1.0,1.0,1.0,,,,,1.0,,,,,1.0,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
155,Stockholm,2024-05-17,1,1063.0,,,,2.0,1.0,,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,,,,,1.0,,,,,,,1.0,,,,,1.0,6.75,8.75,6.25,9.0,5.0,1.5
156,Stockholm,2024-05-17,1,690.0,,,2.0,1.0,,,,,1.0,,,1.0,1.0,1.0,1.0,,,,,1.0,,,,,,,,1.0,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
157,Stockholm,2024-05-17,1,245.0,4.67,9,,1.0,1.0,1.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,,,1.0,,,1.0,,,,,,,1.0,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
158,Stockholm,2024-05-17,1,533.0,,,2.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
159,Stockholm,2024-05-17,1,309.0,4.81,31,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,,1.0,,,,6.75,8.75,6.25,9.0,5.0,1.5
160,Stockholm,2024-05-17,1,715.0,4.95,20,,1.0,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,1.0,,,,6.75,8.75,6.25,9.0,5.0,1.5
161,Stockholm,2024-05-17,1,359.0,,,,1.0,1.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,,,,1.0,1.0,,1.0,,1.0,,6.75,8.75,6.25,9.0,5.0,1.5
162,Stockholm,2024-05-17,1,532.0,,,,3.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,1.0,1.0,,1.0,,,,,,,1.0,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
163,Stockholm,2024-05-17,1,297.0,4.93,29,,3.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,,6.75,8.75,6.25,9.0,5.0,1.5
164,Stockholm,2024-05-17,1,779.0,4.93,30,,2.0,1.0,,,1.0,1.0,,,1.0,1.0,1.0,1.0,,,,,,1.0,,1.0,,,,,1.0,,,,,1.0,6.75,8.75,6.25,9.0,5.0,1.5
165,Stockholm,2024-05-17,1,774.0,4.25,4,4.0,1.0,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
166,Stockholm,2024-05-17,1,544.0,4.67,28,,2.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,1.0,,,1.0,,1.0,,,,,1.0,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
167,Stockholm,2024-05-17,1,523.0,,,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,,,1.0,,1.0,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
168,Stockholm,2024-05-17,1,594.0,,,2.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,1.0,,1.0,1.0,,1.0,1.0,,1.0,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
169,Stockholm,2024-05-17,1,347.0,4.20,15,4.0,2.0,1.0,,1.0,1.0,,1.0,,1.0,,,1.0,,,,1.0,1.0,1.0,,,1.0,1.0,,,1.0,,,1.0,,,6.75,8.75,6.25,9.0,5.0,1.5
170,Stockholm,2024-05-17,1,1113.0,,,2.0,1.0,,,,,1.0,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
171,Stockholm,2024-05-17,1,792.0,,,4.0,2.0,1.0,,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,1.0,1.0,,1.0,,,,6.75,8.75,6.25,9.0,5.0,1.5
172,Stockholm,2024-05-17,1,675.0,,,3.0,1.0,1.0,,,1.0,,,1.0,,1.0,1.0,1.0,,,,,,1.0,,,,,1.0,,1.0,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
173,Stockholm,2024-05-17,1,973.0,,,,2.0,1.0,1.0,,,1.0,,,1.0,1.0,1.0,1.0,,,,,1.0,1.0,,1.0,,,1.0,,1.0,1.0,,,1.0,,6.75,8.75,6.25,9.0,5.0,1.5
174,Stockholm,2024-05-17,1,806.0,,,5.0,5.0,,,,,1.0,,,,1.0,1.0,1.0,,,,,,1.0,1.0,,,,1.0,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
175,Stockholm,2024-05-17,1,263.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,,1.0,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
176,Stockholm,2024-05-17,1,816.0,,,2.0,1.0,,,,,1.0,,,1.0,,,1.0,,,,,,1.0,,,,,,,,,1.0,,,,6.75,8.75,6.25,9.0,5.0,1.5
177,Stockholm,2024-05-17,1,334.0,4.33,11,,1.0,1.0,1.0,,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,1.0,1.0,,1.0,1.0,,1.0,,,,6.75,8.75,6.25,9.0,5.0,1.5
178,Stockholm,2024-05-17,1,1113.0,4.67,3,,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,1.0,,,1.0,,1.0,,,,,1.0,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
179,Stockholm,2024-05-17,1,705.0,,,,1.0,1.0,1.0,1.0,,1.0,,,1.0,1.0,1.0,1.0,,,1.0,,1.0,,,,1.0,1.0,1.0,,1.0,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
180,Stockholm,2024-05-17,1,445.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
181,Stockholm,2024-05-17,1,273.0,4.25,8,,1.0,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
182,Stockholm,2024-05-17,1,534.0,,,,1.0,,,,,1.0,,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,,,,,,,1.0,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
183,Stockholm,2024-05-17,1,556.0,,,,1.0,,,,,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
184,Stockholm,2024-05-17,1,260.0,,,3.0,2.0,,,,,,,,1.0,1.0,1.0,1.0,,,,,,1.0,,,,,1.0,,1.0,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
185,Stockholm,2024-05-17,1,359.0,,,2.0,1.0,,,,,1.0,,,1.0,1.0,1.0,1.0,,,,,1.0,1.0,,,,,,,1.0,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
186,Stockholm,2024-05-17,1,482.0,,,1.0,1.0,1.0,1.0,,1.0,,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
187,Stockholm,2024-05-17,1,622.0,,,3.0,3.0,1.0,,,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,1.0,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
188,Stockholm,2024-05-17,1,450.0,4.0,5,,2.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,1.0,,1.0,1.0,1.0,,1.0,,6.75,8.75,6.25,9.0,5.0,1.5
189,Stockholm,2024-05-17,1,742.0,2.50,3,,1.0,,,,,,,,,1.0,1.0,1.0,,,,,1.0,1.0,,,,,,,1.0,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
190,Stockholm,2024-05-17,1,643.0,5.0,4,4.0,1.0,,,,,,,,1.0,1.0,1.0,1.0,,,,,1.0,,,,,,,,,,1.0,,,,6.75,8.75,6.25,9.0,5.0,1.5
191,Stockholm,2024-05-17,1,410.0,,,,2.0,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
192,Stockholm,2024-05-17,1,556.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,,,1.0,,,,,6.75,8.75,6.25,9.0,5.0,1.5
193,Stockholm,2024-05-17,1,186.0,,,2.0,2.0,,,,,,,,,1.0,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
194,Stockholm,2024-05-17,1,225.0,,,2.0,2.0,,,,,,,,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,,,1.0,,,1.0,,,,,6.75,8.75,6.25,9.0,5.0,1.5
195,Stockholm,2024-05-17,1,705.0,,,,1.0,,,,,1.0,,,,1.0,1.0,1.0,,,,,,1.0,,,,,,,1.0,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
196,Stockholm,2024-05-17,1,742.0,,,,1.0,,,,,1.0,,,,1.0,1.0,1.0,1.0,,,,1.0,,,,,,,,1.0,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
197,Stockholm,2024-05-17,1,470.0,,,1.0,1.0,,,,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
198,Stockholm,2024-05-17,1,275.0,4.90,10,,1.0,,,,,1.0,,,1.0,1.0,1.0,1.0,,,,,,1.0,,,,,,,1.0,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
199,Stockholm,2024-05-17,1,285.0,,,,1.0,,,,,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
200,Stockholm,2024-05-17,1,819.0,,,2.0,2.0,,,,,,,,1.0,1.0,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
201,Stockholm,2024-05-17,1,360.0,,,,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,,,,,,1.0,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
202,Stockholm,2024-05-17,1,596.0,,,2.0,3.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,,,1.0,1.0,,1.0,1.0,,,,6.75,8.75,6.25,9.0,5.0,1.5
203,Stockholm,2024-05-17,1,309.0,4.76,17,2.0,1.0,,,,,1.0,,,,1.0,1.0,1.0,,,,1.0,,1.0,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
204,Stockholm,2024-05-17,1,1117.0,4.64,12,2.0,1.0,,,,,,1.0,,1.0,1.0,1.0,1.0,1.0,,,1.0,,1.0,,,,,,,1.0,,,1.0,,,6.75,8.75,6.25,9.0,5.0,1.5
205,Stockholm,2024-05-17,1,859.0,,,,1.0,,,,,1.0,,,1.0,1.0,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
206,Stockholm,2024-05-17,1,677.0,4.80,5,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,,,,,1.0,,1.0,,,1.0,,,6.75,8.75,6.25,9.0,5.0,1.5
207,Stockholm,2024-05-17,1,482.0,,,2.0,1.0,,,,,,,,,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,,,,,,1.0,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
208,Stockholm,2024-05-17,1,458.0,,,,1.0,,,,,,,,1.0,1.0,1.0,1.0,,,,,1.0,,,,,,,,1.0,,,,,1.0,6.75,8.75,6.25,9.0,5.0,1.5
209,Stockholm,2024-05-17,1,927.0,,,,3.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,1.0,,,,,1.0,,1.0,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
210,Stockholm,2024-05-17,1,378.0,,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
211,Stockholm,2024-05-17,1,789.0,4.0,5,,1.0,,,,,1.0,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,,,,,1.0,,,,1.0,,6.75,8.75,6.25,9.0,5.0,1.5
212,Stockholm,2024-05-17,1,914.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,,,,,6.75,8.75,6.25,9.0,5.0,1.5
213,Stockholm,2024-05-17,1,223.0,,,3.0,3.0,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,1.0,,,,,,,1.0,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
214,Stockholm,2024-05-17,1,208.0,,,4.0,3.0,,,,,1.0,,,1.0,1.0,1.0,1.0,,,,,1.0,,,,,,,,1.0,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
215,Stockholm,2024-05-17,1,882.0,,,,1.0,1.0,1.0,,,,1.0,,1.0,1.0,1.0,1.0,,,,,,1.0,,,,,,,1.0,,,1.0,,,6.75,8.75,6.25,9.0,5.0,1.5
216,Stockholm,2024-05-17,1,890.0,,,,1.0,1.0,1.0,,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,,,,,1.0,1.0,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
217,Stockholm,2024-05-17,1,297.0,,,,1.0,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
218,Stockholm,2024-05-17,1,297.0,5.0,3,,1.0,,,,,1.0,,,,1.0,1.0,1.0,,,,,,1.0,1.0,1.0,,,,,1.0,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
