,city,date,treat,price,rating,omtaler,gæster,soveværelser,hair dryer,shampoo,hot water,washing machine,hangers,work,wi-fi,kitchen,gæster,bed linen,security,refrigerator,outdoor,parkering and faciliteter,host,mailbox,entertainment,temperature,other,cleaning products,family,dishwasher,attractions nearby,view,smoking allowed,blackout curtains,pool etc.,fitness equipment,fireplace,Sights,Safety,Shopping,Location,Climate,Affordability
376,Krakow,2024-08-01,0,391.0,4.80,10,2.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,,,,1.0,1.0,,,1.0,,,,7.7,6.75,6.0,6.25,5.0,5.25
377,Krakow,2024-08-01,0,441.0,,,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
378,Krakow,2024-08-01,0,573.0,,,4.0,1.0,,,,,,1.0,,1.0,4.0,,,1.0,1.0,,,,,,,,1.0,,,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
379,Krakow,2024-08-01,0,573.0,,,2.0,1.0,,,,1.0,,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
380,Krakow,2024-08-01,0,393.0,4.98,46,6.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
381,Krakow,2024-08-01,0,502.0,4.75,8,2.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,2.0,,,1.0,,,1.0,1.0,1.0,1.0,,,1.0,,,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
382,Krakow,2024-08-01,0,491.0,,,2.0,1.0,,,,1.0,,1.0,1.0,1.0,2.0,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
383,Krakow,2024-08-01,0,403.0,,,4.0,2.0,1.0,,,1.0,,1.0,1.0,1.0,4.0,,,,,1.0,,,1.0,,,,,,,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
384,Krakow,2024-08-01,0,449.0,,,2.0,2.0,1.0,,1.0,,1.0,1.0,1.0,1.0,2.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
385,Krakow,2024-08-01,0,418.0,4.92,26,2.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,2.0,,,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,,,,7.7,6.75,6.0,6.25,5.0,5.25
386,Krakow,2024-08-01,0,433.0,5.0,15,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,,1.0,,,,7.7,6.75,6.0,6.25,5.0,5.25
387,Krakow,2024-08-01,0,449.0,,,3.0,3.0,1.0,,1.0,,1.0,1.0,1.0,1.0,3.0,,1.0,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
388,Krakow,2024-08-01,0,500.0,,,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,1.0,,,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,,,,7.7,6.75,6.0,6.25,5.0,5.25
389,Krakow,2024-08-01,0,424.0,4.50,12,3.0,2.0,1.0,,1.0,,1.0,1.0,1.0,1.0,3.0,,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
390,Krakow,2024-08-01,0,472.0,4.84,25,4.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,,,,7.7,6.75,6.0,6.25,5.0,5.25
391,Krakow,2024-08-01,0,438.0,4.90,193,4.0,2.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,4.0,,1.0,1.0,,1.0,,,1.0,,,,1.0,,,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
392,Krakow,2024-08-01,0,393.0,4.29,15,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,2.0,1.0,,1.0,,1.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
393,Krakow,2024-08-01,0,447.0,4.69,13,2.0,2.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,2.0,,1.0,,,,,,1.0,,,,,,,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
394,Krakow,2024-08-01,0,450.0,4.67,12,4.0,2.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,4.0,,1.0,1.0,,1.0,1.0,,1.0,,,,1.0,1.0,1.0,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
395,Krakow,2024-08-01,0,433.0,,,2.0,1.0,,,,,,,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
396,Krakow,2024-08-01,0,450.0,4.75,16,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,,1.0,1.0,,1.0,1.0,,1.0,,,,1.0,1.0,1.0,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
397,Krakow,2024-08-01,0,413.0,,,2.0,1.0,,,,1.0,,1.0,1.0,1.0,2.0,,1.0,,,,,,1.0,,,,,,,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
398,Krakow,2024-08-01,0,470.0,5.0,7,2.0,1.0,1.0,,,,,1.0,1.0,1.0,2.0,,,1.0,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
399,Krakow,2024-08-01,0,585.0,,,2.0,1.0,,,,,,1.0,1.0,,2.0,,1.0,,,,,,1.0,,,,,,,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
400,Krakow,2024-08-01,0,536.0,5.0,9,2.0,2.0,,,,,,1.0,1.0,1.0,2.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
401,Krakow,2024-08-01,0,474.0,,,2.0,1.0,,,,1.0,,1.0,1.0,1.0,2.0,,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
402,Krakow,2024-08-01,0,450.0,4.43,7,,1.0,,,,1.0,,1.0,1.0,1.0,,,1.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
403,Krakow,2024-08-01,0,674.0,4.27,44,4.0,2.0,1.0,,1.0,,1.0,1.0,1.0,1.0,4.0,1.0,,1.0,,,1.0,1.0,1.0,,,,,,1.0,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
404,Krakow,2024-08-01,0,394.0,3.33,3,7.0,3.0,,,,,,1.0,1.0,1.0,7.0,,1.0,,1.0,,1.0,1.0,,,,,,,,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
405,Krakow,2024-08-01,0,581.0,4.43,44,2.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,,,,,1.0,,,,,,1.0,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
406,Krakow,2024-08-01,0,425.0,4.57,14,3.0,2.0,1.0,,1.0,,1.0,1.0,1.0,1.0,3.0,,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
407,Krakow,2024-08-01,0,399.0,,,3.0,1.0,1.0,,,1.0,,1.0,1.0,1.0,3.0,,1.0,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
408,Krakow,2024-08-01,0,391.0,4.79,14,1.0,1.0,,,,,,1.0,1.0,,1.0,,1.0,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
409,Krakow,2024-08-01,0,599.0,3.84,19,4.0,2.0,1.0,,1.0,,1.0,1.0,1.0,1.0,4.0,,,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
410,Krakow,2024-08-01,0,614.0,4.17,30,2.0,2.0,1.0,,1.0,,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,,,,,,,,,,,1.0,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
411,Krakow,2024-08-01,0,674.0,4.27,56,4.0,2.0,1.0,,1.0,,1.0,1.0,1.0,1.0,4.0,1.0,,1.0,,,1.0,1.0,1.0,,,,,,1.0,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
412,Krakow,2024-08-01,0,424.0,4.50,26,,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,,1.0,,,,,,1.0,7.7,6.75,6.0,6.25,5.0,5.25
413,Krakow,2024-08-01,0,423.0,4.93,14,4.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,4.0,,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
414,Krakow,2024-08-01,0,490.0,4.63,8,2.0,1.0,,,,,,1.0,1.0,,2.0,,1.0,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
415,Krakow,2024-08-01,0,450.0,4.90,10,4.0,2.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,4.0,,1.0,1.0,,1.0,1.0,,1.0,,,,1.0,1.0,1.0,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
416,Krakow,2024-08-01,0,493.0,,,2.0,1.0,,,,,,1.0,1.0,1.0,2.0,,1.0,1.0,1.0,,,,1.0,,,,,,,1.0,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
417,Krakow,2024-08-01,0,421.0,4.92,13,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
418,Krakow,2024-08-01,0,393.0,4.71,7,4.0,3.0,1.0,,1.0,,1.0,1.0,1.0,1.0,4.0,,1.0,,1.0,1.0,1.0,,,1.0,,,1.0,,,,,1.0,,,,7.7,6.75,6.0,6.25,5.0,5.25
419,Krakow,2024-08-01,0,396.0,4.78,9,,2.0,,1.0,1.0,,1.0,1.0,1.0,,,,,,1.0,1.0,,,1.0,,1.0,1.0,,,,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
420,Krakow,2024-08-01,0,502.0,,,2.0,1.0,,,,,,1.0,1.0,,2.0,,1.0,,,,,,1.0,,,,,,,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
421,Krakow,2024-08-01,0,462.0,4.95,114,6.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,,1.0,1.0,,1.0,,,1.0,,,,1.0,1.0,,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
422,Krakow,2024-08-01,0,644.0,4.36,33,4.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,,1.0,,,,,1.0,,,,,,1.0,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
423,Krakow,2024-08-01,0,441.0,4.57,14,2.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,2.0,,1.0,1.0,,1.0,,,,1.0,,,,,,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
424,Krakow,2024-08-01,0,450.0,,,,1.0,,,,1.0,,1.0,1.0,1.0,,,1.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
425,Krakow,2024-08-01,0,452.0,3.63,8,2.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
426,Krakow,2024-08-01,0,502.0,,,3.0,1.0,1.0,,1.0,,,1.0,1.0,1.0,3.0,,,1.0,1.0,1.0,1.0,,1.0,1.0,,,,,,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
427,Krakow,2024-08-01,0,502.0,4.0,7,4.0,2.0,1.0,,,1.0,,1.0,1.0,1.0,4.0,,1.0,1.0,,,1.0,,1.0,1.0,,,,,,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
428,Krakow,2024-08-01,0,491.0,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,1.0,,,,7.7,6.75,6.0,6.25,5.0,5.25
429,Krakow,2024-08-01,0,435.0,4.67,9,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,1.0,,1.0,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
430,Krakow,2024-08-01,0,435.0,,,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,1.0,,,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
431,Krakow,2024-08-01,0,443.0,,,4.0,2.0,1.0,,,1.0,,1.0,1.0,1.0,4.0,,1.0,,,1.0,1.0,1.0,,,,,1.0,,,1.0,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
432,Krakow,2024-08-01,0,433.0,,,2.0,1.0,,,,1.0,,1.0,,1.0,2.0,,,,,1.0,,,,,,,,,,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
433,Krakow,2024-08-01,0,463.0,3.80,5,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,,,,,,,,1.0,1.0,1.0,,,,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
434,Krakow,2024-08-01,0,469.0,,,2.0,1.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
435,Krakow,2024-08-01,0,393.0,,,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,,1.0,,,,,,1.0,,,,1.0,,,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
436,Krakow,2024-08-01,0,435.0,5.0,5,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,1.0,,1.0,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
437,Krakow,2024-08-01,0,447.0,4.89,9,4.0,3.0,,1.0,,1.0,,1.0,1.0,1.0,4.0,,1.0,,,,,,1.0,,,,,,,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
438,Krakow,2024-08-01,0,435.0,,,2.0,2.0,,,,,,1.0,1.0,1.0,2.0,,1.0,1.0,1.0,,,,1.0,,,,,,,1.0,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
439,Krakow,2024-08-01,0,404.0,4.67,6,2.0,1.0,1.0,,,,,1.0,1.0,1.0,2.0,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
440,Krakow,2024-08-01,0,493.0,4.29,7,2.0,,1.0,,1.0,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,,,,1.0,1.0,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
441,Krakow,2024-08-01,0,428.0,4.40,15,2.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,2.0,,,,,1.0,,,1.0,,,,,,1.0,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
442,Krakow,2024-08-01,0,417.0,4.06,16,4.0,4.0,1.0,,,,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
443,Krakow,2024-08-01,0,483.0,4.85,13,4.0,3.0,,,,1.0,,1.0,1.0,1.0,4.0,,1.0,,,,,,,1.0,,,1.0,,,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
444,Krakow,2024-08-01,0,423.0,3.75,4,2.0,1.0,,,,,,1.0,1.0,1.0,2.0,,1.0,,,,,,1.0,,,,,,,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
445,Krakow,2024-08-01,0,450.0,3.25,4,2.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,2.0,,,,,1.0,,,,1.0,1.0,1.0,,,,,,1.0,,,,7.7,6.75,6.0,6.25,5.0,5.25
446,Krakow,2024-08-01,0,536.0,,,,2.0,,,,,,1.0,1.0,1.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
447,Krakow,2024-08-01,0,462.0,,,2.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,2.0,,1.0,1.0,1.0,,,,1.0,1.0,,,,,,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
448,Krakow,2024-08-01,0,546.0,,,2.0,1.0,,,,,,1.0,1.0,1.0,2.0,,,,,,,,1.0,,,,,,,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
449,Krakow,2024-08-01,0,491.0,4.73,11,4.0,2.0,,,1.0,,1.0,1.0,1.0,1.0,4.0,,1.0,1.0,,1.0,,,1.0,1.0,,,,,1.0,,,1.0,,,,7.7,6.75,6.0,6.25,5.0,5.25
450,Krakow,2024-08-01,0,476.0,,,2.0,2.0,,,,1.0,,1.0,1.0,1.0,2.0,,1.0,1.0,1.0,,,,1.0,,,,,,,1.0,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
451,Krakow,2024-08-01,0,439.0,4.48,25,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,,,1.0,,,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
452,Krakow,2024-08-01,0,393.0,4.67,9,4.0,3.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,,,1.0,,,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
453,Krakow,2024-08-01,0,444.0,,,,1.0,,,,1.0,,1.0,1.0,1.0,,,1.0,,,1.0,,,1.0,1.0,,,,,,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
454,Krakow,2024-08-01,0,423.0,4.15,13,2.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,1.0,,,,,,,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
455,Krakow,2024-08-01,0,491.0,3.71,7,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,1.0,,,1.0,,,,,1.0,1.0,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
456,Krakow,2024-08-01,0,435.0,,,4.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
457,Krakow,2024-08-01,0,491.0,,,2.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,2.0,,1.0,,,,,,1.0,,,,,,,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
458,Krakow,2024-08-01,0,480.0,,,2.0,2.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,1.0,,,,7.7,6.75,6.0,6.25,5.0,5.25
459,Krakow,2024-08-01,0,423.0,,,2.0,1.0,,,,,,1.0,1.0,1.0,2.0,,1.0,,,,,,1.0,,,,,,,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
460,Krakow,2024-08-01,0,439.0,,,,5.0,,,,1.0,,1.0,,1.0,,,,,,1.0,,,1.0,,,,,,,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
461,Krakow,2024-08-01,0,492.0,4.50,7,5.0,3.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,,,1.0,1.0,,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
462,Krakow,2024-08-01,0,387.0,,,,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
463,Krakow,2024-08-01,0,462.0,,,3.0,3.0,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
464,Krakow,2024-08-01,0,437.0,,,4.0,2.0,,,,,,1.0,1.0,1.0,4.0,,1.0,,,,,,1.0,,,,,,,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
465,Krakow,2024-08-01,0,483.0,,,3.0,3.0,1.0,,,,,1.0,1.0,1.0,3.0,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
466,Krakow,2024-08-01,0,437.0,,,4.0,2.0,,,,,,1.0,1.0,1.0,4.0,,1.0,,,,,,1.0,,,,,,,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
467,Krakow,2024-08-01,0,397.0,,,2.0,2.0,,,,,,1.0,1.0,1.0,2.0,,1.0,,,,,,1.0,,,,,,,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
468,Krakow,2024-08-01,0,443.0,4.0,3,2.0,2.0,,,,,,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
469,Krakow,2024-08-01,0,531.0,4.95,38,2.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
470,Krakow,2024-08-01,0,497.0,4.91,186,4.0,2.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,4.0,,,1.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
471,Krakow,2024-08-01,0,585.0,4.93,560,2.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,2.0,,1.0,1.0,,,,,1.0,,,,1.0,,,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
472,Krakow,2024-08-01,0,550.0,4.80,332,6.0,3.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,,1.0,1.0,,,,,,,1.0,,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
473,Krakow,2024-08-01,0,503.0,4.77,141,2.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,2.0,,,1.0,,,,,1.0,,,,,,1.0,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
474,Krakow,2024-08-01,0,541.0,4.93,588,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,1.0,1.0,,1.0,1.0,,,1.0,,,,7.7,6.75,6.0,6.25,5.0,5.25
475,Krakow,2024-08-01,0,500.0,4.77,185,6.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
476,Krakow,2024-08-01,0,631.0,4.84,387,4.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,,,,7.7,6.75,6.0,6.25,5.0,5.25
477,Krakow,2024-08-01,0,530.0,4.90,63,4.0,2.0,1.0,,1.0,,1.0,1.0,1.0,1.0,4.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
478,Krakow,2024-08-01,0,520.0,4.56,18,4.0,2.0,1.0,,1.0,,1.0,1.0,1.0,1.0,4.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
479,Krakow,2024-08-01,0,664.0,4.71,185,2.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,7.7,6.75,6.0,6.25,5.0,5.25
480,Krakow,2024-08-01,0,535.0,4.90,219,2.0,2.0,1.0,1.0,,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,1.0,,,,,,,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
481,Krakow,2024-08-01,0,502.0,5.0,12,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,1.0,,,1.0,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
482,Krakow,2024-08-01,0,560.0,4.92,37,2.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,,,1.0,1.0,1.0,1.0,,1.0,1.0,,,1.0,1.0,1.0,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
483,Krakow,2024-08-01,0,511.0,4.86,168,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,,,1.0,,,,7.7,6.75,6.0,6.25,5.0,5.25
484,Krakow,2024-08-01,0,551.0,4.88,32,2.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,,,7.7,6.75,6.0,6.25,5.0,5.25
485,Krakow,2024-08-01,0,590.0,4.82,11,6.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,,,1.0,,,1.0,,1.0,1.0,,,1.0,1.0,,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
486,Krakow,2024-08-01,0,494.0,4.94,96,2.0,2.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,,,7.7,6.75,6.0,6.25,5.0,5.25
487,Krakow,2024-08-01,0,618.0,5.0,6,3.0,2.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,3.0,1.0,,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,,7.7,6.75,6.0,6.25,5.0,5.25
