,city,date,treat,price,rating,omtaler,gæster,soveværelser,hair dryer,shampoo,hot water,washing machine,hangers,work,wi-fi,kitchen,gæster,bed linen,security,refrigerator,outdoor,parkering and faciliteter,host,mailbox,entertainment,temperature,other,cleaning products,family,dishwasher,attractions nearby,view,smoking allowed,blackout curtains,pool etc.,fitness equipment,fireplace,Sights,Safety,Shopping,Location,Climate,Affordability
718,Krakow,2024-08-01,0,568.0,4.20,12,10.0,9.0,1.0,,,,1.0,1.0,1.0,1.0,10.0,,1.0,,,,,,1.0,,,,,,,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
719,Krakow,2024-08-01,0,511.0,,,,2.0,1.0,,,,,1.0,1.0,1.0,,,1.0,,,1.0,,,1.0,,,,,,1.0,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
720,Krakow,2024-08-01,0,588.0,3.33,3,5.0,4.0,,,,1.0,,1.0,1.0,1.0,5.0,,,,1.0,1.0,,,,,,,,,,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
721,Krakow,2024-08-01,0,585.0,,,2.0,1.0,,,,1.0,,1.0,1.0,1.0,2.0,,,1.0,,,,,1.0,,,,,,,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
722,Krakow,2024-08-01,0,511.0,,,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,,1.0,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
723,Krakow,2024-08-01,0,592.0,4.78,383,2.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,,,1.0,,,,7.7,6.75,6.0,6.25,5.0,5.25
724,Krakow,2024-08-01,0,619.0,4.84,93,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
725,Krakow,2024-08-01,0,609.0,4.97,399,4.0,2.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,1.0,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
726,Krakow,2024-08-01,0,784.0,4.77,274,3.0,2.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,7.7,6.75,6.0,6.25,5.0,5.25
727,Krakow,2024-08-01,0,607.0,4.83,232,2.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,2.0,,,1.0,,,,,1.0,,,,,,1.0,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
728,Krakow,2024-08-01,0,634.0,4.88,121,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
729,Krakow,2024-08-01,0,620.0,4.96,94,4.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,4.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,,,,7.7,6.75,6.0,6.25,5.0,5.25
730,Krakow,2024-08-01,0,649.0,4.97,39,3.0,2.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,3.0,,1.0,1.0,1.0,1.0,,,1.0,,,,,1.0,1.0,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
731,Krakow,2024-08-01,0,627.0,4.96,171,2.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
732,Krakow,2024-08-01,0,667.0,4.86,85,4.0,2.0,1.0,,1.0,,1.0,1.0,1.0,1.0,4.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
733,Krakow,2024-08-01,0,603.0,4.82,11,4.0,2.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,4.0,,1.0,,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
734,Krakow,2024-08-01,0,660.0,4.81,437,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
735,Krakow,2024-08-01,0,669.0,4.89,63,4.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,4.0,,1.0,1.0,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
736,Krakow,2024-08-01,0,629.0,4.94,159,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,,,,1.0,,,,7.7,6.75,6.0,6.25,5.0,5.25
737,Krakow,2024-08-01,0,618.0,5.0,8,6.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,,1.0,1.0,,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
738,Krakow,2024-08-01,0,664.0,4.86,277,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,,,1.0,1.0,,1.0,1.0,1.0,,,,1.0,,1.0,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
739,Krakow,2024-08-01,0,601.0,4.83,156,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,,1.0,1.0,,1.0,1.0,,,1.0,1.0,,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
740,Krakow,2024-08-01,0,620.0,4.83,308,4.0,2.0,1.0,1.0,1.0,,1.0,1.0,,1.0,4.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,1.0,,,,7.7,6.75,6.0,6.25,5.0,5.25
741,Krakow,2024-08-01,0,603.0,5.0,7,4.0,2.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
742,Krakow,2024-08-01,0,590.0,4.90,608,5.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,,,1.0,,,1.0,7.7,6.75,6.0,6.25,5.0,5.25
743,Krakow,2024-08-01,0,590.0,4.79,48,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,,1.0,1.0,,1.0,,,1.0,1.0,,,1.0,1.0,,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
744,Krakow,2024-08-01,0,666.0,4.90,124,2.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
745,Krakow,2024-08-01,0,641.0,4.77,324,2.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,1.0,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
746,Krakow,2024-08-01,0,650.0,4.80,272,2.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,1.0,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
747,Krakow,2024-08-01,0,603.0,5.0,6,4.0,2.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,4.0,,1.0,,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
748,Krakow,2024-08-01,0,669.0,4.97,203,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
749,Krakow,2024-08-01,0,603.0,4.89,9,4.0,2.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
750,Krakow,2024-08-01,0,629.0,4.77,78,4.0,2.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,,,,7.7,6.75,6.0,6.25,5.0,5.25
751,Krakow,2024-08-01,0,609.0,4.89,127,5.0,2.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,,1.0,,,,7.7,6.75,6.0,6.25,5.0,5.25
752,Krakow,2024-08-01,0,605.0,4.84,197,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,,1.0,,,1.0,1.0,1.0,1.0,,,,,,,,,,1.0,,,7.7,6.75,6.0,6.25,5.0,5.25
753,Krakow,2024-08-01,0,610.0,4.89,9,4.0,3.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,4.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,,,,7.7,6.75,6.0,6.25,5.0,5.25
754,Krakow,2024-08-01,0,635.0,4.82,165,4.0,2.0,1.0,,1.0,,1.0,1.0,1.0,1.0,4.0,,,1.0,,,,,1.0,,,,,,,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
755,Krakow,2024-08-01,0,611.0,4.71,332,2.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,,1.0,,1.0,1.0,,,1.0,,,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
756,Krakow,2024-08-01,0,669.0,4.75,12,5.0,4.0,,,,1.0,,1.0,1.0,1.0,5.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
757,Krakow,2024-08-01,0,670.0,4.87,38,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,1.0,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
758,Krakow,2024-08-01,0,802.0,4.30,67,6.0,3.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,6.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,,1.0,,,,7.7,6.75,6.0,6.25,5.0,5.25
759,Krakow,2024-08-01,0,653.0,5.0,7,8.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,,,7.7,6.75,6.0,6.25,5.0,5.25
760,Krakow,2024-08-01,0,669.0,4.76,17,4.0,2.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,,1.0,,,1.0,1.0,,,1.0,,,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
761,Krakow,2024-08-01,0,600.0,4.75,85,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
762,Krakow,2024-08-01,0,590.0,4.67,42,4.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,4.0,,,1.0,,1.0,1.0,1.0,1.0,,,,1.0,,,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
763,Krakow,2024-08-01,0,641.0,4.98,81,3.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,3.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
764,Krakow,2024-08-01,0,621.0,5.0,6,4.0,2.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,4.0,1.0,,1.0,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
765,Krakow,2024-08-01,0,658.0,4.73,362,4.0,2.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,4.0,1.0,,1.0,,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
766,Krakow,2024-08-01,0,631.0,5.0,8,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
767,Krakow,2024-08-01,0,650.0,4.86,214,2.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,1.0,,1.0,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
768,Krakow,2024-08-01,0,647.0,4.50,78,4.0,3.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,4.0,,1.0,,,1.0,,,1.0,1.0,,,,,,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
769,Krakow,2024-08-01,0,644.0,4.58,190,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,,1.0,,,1.0,1.0,1.0,1.0,,,1.0,,,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
770,Krakow,2024-08-01,0,634.0,4.78,280,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,1.0,,,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
771,Krakow,2024-08-01,0,669.0,4.90,90,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,1.0,,,,1.0,,,,7.7,6.75,6.0,6.25,5.0,5.25
772,Krakow,2024-08-01,0,639.0,,,4.0,2.0,1.0,,,,,1.0,1.0,1.0,4.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
773,Krakow,2024-08-01,0,677.0,5.0,27,2.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,,,1.0,,1.0,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
774,Krakow,2024-08-01,0,590.0,4.86,29,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,,1.0,,,1.0,,,,7.7,6.75,6.0,6.25,5.0,5.25
775,Krakow,2024-08-01,0,591.0,4.70,71,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,,,1.0,1.0,,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
776,Krakow,2024-08-01,0,635.0,4.64,11,2.0,2.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,1.0,,,1.0,,,,1.0,,,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
777,Krakow,2024-08-01,0,645.0,4.80,336,2.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,,,1.0,,1.0,1.0,,,1.0,,,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
778,Krakow,2024-08-01,0,658.0,4.96,23,2.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,,,7.7,6.75,6.0,6.25,5.0,5.25
779,Krakow,2024-08-01,0,646.0,4.95,73,4.0,2.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,4.0,1.0,,1.0,,,1.0,,1.0,1.0,,,1.0,1.0,,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
780,Krakow,2024-08-01,0,667.0,4.67,6,4.0,2.0,1.0,,1.0,,1.0,1.0,,1.0,4.0,1.0,,,,1.0,,,1.0,,,,,,1.0,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
781,Krakow,2024-08-01,0,590.0,4.50,14,4.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,4.0,1.0,,1.0,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,,,,7.7,6.75,6.0,6.25,5.0,5.25
782,Krakow,2024-08-01,0,634.0,4.85,178,2.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
783,Krakow,2024-08-01,0,669.0,4.89,9,6.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
784,Krakow,2024-08-01,0,590.0,,,2.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
785,Krakow,2024-08-01,0,619.0,4.75,44,4.0,2.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,4.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,1.0,,,,7.7,6.75,6.0,6.25,5.0,5.25
786,Krakow,2024-08-01,0,597.0,4.81,226,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,1.0,1.0,,1.0,,1.0,,,,1.0,,1.0,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
787,Krakow,2024-08-01,0,668.0,4.92,13,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,,,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
788,Krakow,2024-08-01,0,636.0,4.75,197,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
789,Krakow,2024-08-01,0,666.0,4.80,129,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
790,Krakow,2024-08-01,0,609.0,4.81,329,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,1.0,,1.0,1.0,1.0,1.0,,,,1.0,1.0,,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
791,Krakow,2024-08-01,0,633.0,4.77,63,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
792,Krakow,2024-08-01,0,651.0,5.0,6,4.0,2.0,1.0,,,1.0,,1.0,1.0,1.0,4.0,,,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
793,Krakow,2024-08-01,0,648.0,4.86,83,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,,1.0,,1.0,1.0,,1.0,1.0,,,1.0,1.0,,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
794,Krakow,2024-08-01,0,590.0,4.93,29,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,,1.0,,,1.0,,,,1.0,1.0,,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
795,Krakow,2024-08-01,0,590.0,4.91,24,2.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,2.0,,,1.0,,1.0,,,1.0,,1.0,1.0,,1.0,,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
796,Krakow,2024-08-01,0,619.0,5.0,40,4.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,1.0,,,,7.7,6.75,6.0,6.25,5.0,5.25
797,Krakow,2024-08-01,0,639.0,5.0,4,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,7.7,6.75,6.0,6.25,5.0,5.25
798,Krakow,2024-08-01,0,590.0,,,2.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,,1.0,,,1.0,1.0,,,,1.0,1.0,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
799,Krakow,2024-08-01,0,668.0,3.65,17,6.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,,,1.0,,,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
800,Krakow,2024-08-01,0,609.0,4.77,65,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,,,1.0,1.0,,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
801,Krakow,2024-08-01,0,667.0,4.89,9,4.0,2.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,4.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,,,1.0,1.0,1.0,,,1.0,,,,7.7,6.75,6.0,6.25,5.0,5.25
802,Krakow,2024-08-01,0,600.0,4.91,35,4.0,2.0,1.0,,1.0,,1.0,1.0,1.0,1.0,4.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,,1.0,,,,7.7,6.75,6.0,6.25,5.0,5.25
803,Krakow,2024-08-01,0,669.0,4.88,24,5.0,2.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,,,7.7,6.75,6.0,6.25,5.0,5.25
804,Krakow,2024-08-01,0,591.0,4.84,170,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,,1.0,1.0,,1.0,1.0,,,1.0,1.0,,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
805,Krakow,2024-08-01,0,600.0,4.89,47,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,,,,,,1.0,,,,7.7,6.75,6.0,6.25,5.0,5.25
806,Krakow,2024-08-01,0,669.0,4.79,219,5.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,,1.0,1.0,,1.0,,,,1.0,,,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
807,Krakow,2024-08-01,0,608.0,4.87,108,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,,1.0,,,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
808,Krakow,2024-08-01,0,616.0,4.81,144,4.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,4.0,1.0,,1.0,,,1.0,,1.0,1.0,,,1.0,,,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
809,Krakow,2024-08-01,0,649.0,5.0,11,2.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,,1.0,1.0,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,,,7.7,6.75,6.0,6.25,5.0,5.25
810,Krakow,2024-08-01,0,619.0,4.82,11,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,,1.0,,,,7.7,6.75,6.0,6.25,5.0,5.25
811,Krakow,2024-08-01,0,668.0,4.64,25,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,1.0,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
812,Krakow,2024-08-01,0,636.0,4.83,231,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,,1.0,,,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
813,Krakow,2024-08-01,0,602.0,4.75,4,4.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,4.0,,,1.0,1.0,,1.0,,1.0,,,,1.0,1.0,1.0,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
814,Krakow,2024-08-01,0,590.0,4.88,17,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,,1.0,,,1.0,,,,,,1.0,1.0,,1.0,,,,7.7,6.75,6.0,6.25,5.0,5.25
815,Krakow,2024-08-01,0,648.0,4.56,41,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,,,1.0,1.0,1.0,,,,1.0,1.0,,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
816,Krakow,2024-08-01,0,639.0,4.78,282,2.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,,,1.0,,,1.0,,1.0,,,,1.0,1.0,,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
817,Krakow,2024-08-01,0,619.0,4.75,4,4.0,2.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,4.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,,1.0,,,,7.7,6.75,6.0,6.25,5.0,5.25
