,city,date,treat,price,rating,omtaler,gæster,soveværelser,hair dryer,shampoo,hot water,hangers,bed linen,entertainment,work,family,wi-fi,parkering and faciliteter,other,cleaning products,washing machine,temperature,kitchen,gæster,security,blackout curtains,refrigerator,dishwasher,outdoor,attractions nearby,view,smoking allowed,host,mailbox,fireplace,pool etc.,fitness equipment,Sights,Safety,Shopping,Location,Climate,Affordability
101,Bologna,2024-06-02,0,439,,,,1.0,,,,,,1.0,1.0,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
102,Bologna,2024-06-02,0,489,,,,1.0,1.0,1.0,,1.0,,1.0,1.0,,1.0,1.0,,,1.0,1.0,1.0,,1.0,,,,,,,1.0,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
103,Bologna,2024-06-02,0,347,4.67,33,,2.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,1.0,1.0,,1.0,1.0,,,,,6.4,6.5,5.5,5.5,6.5,4.25
104,Bologna,2024-06-02,0,461,4.87,30,,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,1.0,,1.0,1.0,1.0,,,,,,1.0,,,6.4,6.5,5.5,5.5,6.5,4.25
105,Bologna,2024-06-02,0,394,4.88,24,,2.0,1.0,1.0,,1.0,,1.0,1.0,,1.0,1.0,,,1.0,,1.0,,,,,,,,,1.0,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
106,Bologna,2024-06-02,0,365,4.61,51,2.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,2.0,,,1.0,1.0,1.0,1.0,,1.0,1.0,,,,,6.4,6.5,5.5,5.5,6.5,4.25
107,Bologna,2024-06-02,0,447,4.96,26,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,1.0,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
108,Bologna,2024-06-02,0,439,4.67,3,,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,1.0,1.0,1.0,,1.0,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
109,Bologna,2024-06-02,0,343,,,,1.0,,,1.0,,,1.0,1.0,,,1.0,,,,,,,1.0,1.0,,,1.0,,,,,,1.0,,1.0,6.4,6.5,5.5,5.5,6.5,4.25
110,Bologna,2024-06-02,0,368,5.0,7,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
111,Bologna,2024-06-02,0,439,5.0,26,,3.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
112,Bologna,2024-06-02,0,351,4.63,68,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,1.0,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
113,Bologna,2024-06-02,0,403,4.71,224,,2.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
114,Bologna,2024-06-02,0,457,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,,,1.0,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
115,Bologna,2024-06-02,0,359,4.72,39,,1.0,,1.0,1.0,1.0,,,1.0,,1.0,,1.0,1.0,1.0,,1.0,,,,1.0,1.0,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
116,Bologna,2024-06-02,0,432,4.63,16,,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,1.0,,1.0,1.0,1.0,,,,,,1.0,,,6.4,6.5,5.5,5.5,6.5,4.25
117,Bologna,2024-06-02,0,394,4.84,19,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,,,,1.0,1.0,1.0,,,1.0,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
118,Bologna,2024-06-02,0,462,4.44,9,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,1.0,1.0,,1.0,1.0,,1.0,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
119,Bologna,2024-06-02,0,348,4.78,18,,1.0,,,,,,1.0,1.0,,1.0,1.0,,,,1.0,,,1.0,,,,,,,1.0,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
120,Bologna,2024-06-02,0,458,3.33,3,2.0,2.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,1.0,2.0,1.0,,1.0,,1.0,1.0,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
121,Bologna,2024-06-02,0,402,4.25,68,6.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,6.0,1.0,,,,,,,,1.0,,,,,6.4,6.5,5.5,5.5,6.5,4.25
122,Bologna,2024-06-02,0,439,4.83,23,,1.0,,,,,,1.0,1.0,,1.0,1.0,,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
123,Bologna,2024-06-02,0,489,5.0,4,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,1.0,,,1.0,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
124,Bologna,2024-06-02,0,461,4.75,4,,1.0,1.0,1.0,1.0,1.0,,,1.0,,,,,,,,1.0,,,,1.0,,,,,1.0,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
125,Bologna,2024-06-02,0,439,4.15,13,,,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
126,Bologna,2024-06-02,0,455,4.94,16,,2.0,1.0,1.0,,1.0,,1.0,1.0,,1.0,1.0,,,,1.0,,,1.0,,,,1.0,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
127,Bologna,2024-06-02,0,372,4.75,16,,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,,,1.0,,1.0,,,,1.0,,1.0,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
128,Bologna,2024-06-02,0,351,4.61,59,,1.0,1.0,1.0,,1.0,,1.0,1.0,,1.0,1.0,,,,,,,1.0,,,,1.0,,,,,,1.0,1.0,,6.4,6.5,5.5,5.5,6.5,4.25
129,Bologna,2024-06-02,0,351,4.56,9,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,,1.0,1.0,,,,,,1.0,1.0,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
130,Bologna,2024-06-02,0,342,,,,1.0,1.0,,1.0,,,,1.0,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
131,Bologna,2024-06-02,0,394,,,2.0,1.0,,,,,,1.0,1.0,,1.0,,,,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
132,Bologna,2024-06-02,0,412,4.83,12,,1.0,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
133,Bologna,2024-06-02,0,394,5.0,6,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,,,,1.0,2.0,,,1.0,,1.0,,1.0,1.0,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
134,Bologna,2024-06-02,0,351,4.80,70,,1.0,,,1.0,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
135,Bologna,2024-06-02,0,369,3.85,13,,1.0,,,,,,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
136,Bologna,2024-06-02,0,394,5.0,11,,1.0,1.0,1.0,1.0,,,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,,,,,1.0,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
137,Bologna,2024-06-02,0,406,,,3.0,1.0,,,,,,,1.0,,1.0,,,,1.0,,1.0,3.0,1.0,,1.0,,,,,1.0,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
138,Bologna,2024-06-02,0,439,,,,1.0,1.0,,,1.0,,1.0,1.0,,1.0,1.0,,,,1.0,1.0,,,,,,,,,1.0,,,1.0,,,6.4,6.5,5.5,5.5,6.5,4.25
139,Bologna,2024-06-02,0,351,4.50,8,,1.0,,,,,,1.0,1.0,,1.0,1.0,,,1.0,,1.0,,,,,,1.0,,,1.0,,,,,1.0,6.4,6.5,5.5,5.5,6.5,4.25
140,Bologna,2024-06-02,0,487,5.0,3,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,1.0,,1.0,1.0,1.0,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
141,Bologna,2024-06-02,0,387,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
142,Bologna,2024-06-02,0,457,4.83,70,,2.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,,1.0,,1.0,,1.0,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
143,Bologna,2024-06-02,0,439,4.89,47,,1.0,1.0,1.0,,1.0,,,1.0,,1.0,,,,1.0,,1.0,,,,1.0,,,,,1.0,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
144,Bologna,2024-06-02,0,439,3.56,16,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,,,,1.0,1.0,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
145,Bologna,2024-06-02,0,367,4.17,6,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,3.0,,,1.0,,1.0,1.0,1.0,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
146,Bologna,2024-06-02,0,439,4.75,12,,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,,,,6.4,6.5,5.5,5.5,6.5,4.25
147,Bologna,2024-06-02,0,439,5.0,4,4.0,4.0,1.0,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,4.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,,,,6.4,6.5,5.5,5.5,6.5,4.25
148,Bologna,2024-06-02,0,439,5.0,17,,1.0,,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,,,1.0,1.0,,,,1.0,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
149,Bologna,2024-06-02,0,333,4.82,51,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,,,,1.0,1.0,,,,1.0,,,1.0,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
150,Bologna,2024-06-02,0,484,4.67,6,,1.0,,,,,,1.0,1.0,,1.0,1.0,,,1.0,,1.0,,,,,,,,,1.0,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
151,Bologna,2024-06-02,0,369,,,,1.0,,,,,,,1.0,,,1.0,1.0,1.0,,,1.0,,1.0,,1.0,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
152,Bologna,2024-06-02,0,439,5.0,6,,1.0,1.0,1.0,,1.0,,,1.0,,1.0,,,,,,1.0,,,,,,,1.0,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
153,Bologna,2024-06-02,0,429,4.67,7,,1.0,,,,,,1.0,1.0,,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
154,Bologna,2024-06-02,0,351,,,,1.0,1.0,,,,,,1.0,,1.0,1.0,,,,1.0,,,1.0,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
155,Bologna,2024-06-02,0,394,5.0,10,,2.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,,,1.0,1.0,1.0,,,,1.0,,,1.0,,,,,1.0,,,6.4,6.5,5.5,5.5,6.5,4.25
156,Bologna,2024-06-02,0,386,,,,1.0,,,,,,1.0,1.0,,,1.0,,,1.0,1.0,1.0,,1.0,,1.0,,1.0,,1.0,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
157,Bologna,2024-06-02,0,368,5.0,5,5.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,5.0,1.0,,1.0,,1.0,1.0,1.0,1.0,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
158,Bologna,2024-06-02,0,366,4.56,17,,,,,,1.0,,,1.0,1.0,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
159,Bologna,2024-06-02,0,465,5.0,12,,1.0,,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,1.0,1.0,,,,1.0,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
160,Bologna,2024-06-02,0,333,4.88,190,,,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,,,1.0,,,1.0,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
161,Bologna,2024-06-02,0,439,4.92,14,,1.0,1.0,,1.0,,,1.0,1.0,,1.0,1.0,,,1.0,,1.0,,,,1.0,,1.0,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
162,Bologna,2024-06-02,0,394,,,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,1.0,1.0,1.0,,1.0,1.0,,,,,1.0,1.0,1.0,,1.0,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
163,Bologna,2024-06-02,0,439,4.06,16,,2.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,1.0,,,,,1.0,,1.0,,1.0,,1.0,1.0,1.0,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
164,Bologna,2024-06-02,0,438,4.88,16,,3.0,1.0,1.0,1.0,,1.0,1.0,,,,1.0,,,,1.0,,,,,,,1.0,1.0,1.0,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
165,Bologna,2024-06-02,0,394,4.92,12,,3.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,,1.0,,1.0,,1.0,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
166,Bologna,2024-06-02,0,439,,,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,,1.0,,,,,1.0,1.0,1.0,,1.0,,1.0,,1.0,1.0,1.0,,,,1.0,6.4,6.5,5.5,5.5,6.5,4.25
167,Bologna,2024-06-02,0,439,3.92,12,,5.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,,,,1.0,1.0,,1.0,1.0,,,1.0,,1.0,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
168,Bologna,2024-06-02,0,394,,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,,1.0,1.0,,1.0,,,1.0,,,6.4,6.5,5.5,5.5,6.5,4.25
169,Bologna,2024-06-02,0,439,4.80,10,,3.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,1.0,,1.0,,1.0,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
170,Bologna,2024-06-02,0,333,4.75,4,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
171,Bologna,2024-06-02,0,439,4.77,13,,6.0,,,,1.0,,1.0,1.0,,1.0,1.0,,,,,1.0,,1.0,,,,,,,1.0,,,,1.0,,6.4,6.5,5.5,5.5,6.5,4.25
172,Bologna,2024-06-02,0,368,4.74,43,,2.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,,1.0,,1.0,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
173,Bologna,2024-06-02,0,439,,,6.0,,,,,,,1.0,1.0,,1.0,1.0,,,1.0,,,6.0,1.0,,,,1.0,,,1.0,,,,,1.0,6.4,6.5,5.5,5.5,6.5,4.25
174,Bologna,2024-06-02,0,351,5.0,22,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,,,1.0,,,1.0,,,,,1.0,,,6.4,6.5,5.5,5.5,6.5,4.25
175,Bologna,2024-06-02,0,386,4.50,6,2.0,1.0,,,,,,,1.0,,,1.0,,,1.0,,1.0,2.0,1.0,,1.0,,1.0,,1.0,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
176,Bologna,2024-06-02,0,352,4.50,18,5.0,5.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,,,1.0,5.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
177,Bologna,2024-06-02,0,394,4.91,11,,1.0,1.0,1.0,1.0,,,,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,,1.0,,,,,6.4,6.5,5.5,5.5,6.5,4.25
178,Bologna,2024-06-02,0,351,,,2.0,1.0,,,,,,1.0,1.0,,,1.0,,,1.0,,1.0,2.0,,,,,,,,1.0,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
179,Bologna,2024-06-02,0,439,5.0,3,,2.0,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
180,Bologna,2024-06-02,0,430,,,,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,1.0,1.0,1.0,,,1.0,,,,1.0,,1.0,1.0,,,1.0,1.0,,,,6.4,6.5,5.5,5.5,6.5,4.25
181,Bologna,2024-06-02,0,439,4.50,14,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,,1.0,1.0,1.0,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
182,Bologna,2024-06-02,0,447,5.0,5,,3.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,1.0,,,1.0,,,6.4,6.5,5.5,5.5,6.5,4.25
183,Bologna,2024-06-02,0,426,,,,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,6.4,6.5,5.5,5.5,6.5,4.25
184,Bologna,2024-06-02,0,439,3.67,3,,1.0,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
185,Bologna,2024-06-02,0,439,4.86,22,,3.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,1.0,,1.0,,1.0,,1.0,,,1.0,,,1.0,,,6.4,6.5,5.5,5.5,6.5,4.25
186,Bologna,2024-06-02,0,439,4.64,62,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
187,Bologna,2024-06-02,0,439,,,,3.0,1.0,,1.0,,,,,,,1.0,,,,,1.0,,1.0,,,,1.0,,1.0,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
188,Bologna,2024-06-02,0,439,5.0,3,,1.0,,,,,,1.0,1.0,,1.0,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
189,Bologna,2024-06-02,0,412,,,,1.0,,,,,,,1.0,,1.0,1.0,,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
190,Bologna,2024-06-02,0,442,,,,1.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,,,,1.0,,1.0,1.0,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
191,Bologna,2024-06-02,0,426,,,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,,,,,1.0,,,6.4,6.5,5.5,5.5,6.5,4.25
192,Bologna,2024-06-02,0,465,4.75,4,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,1.0,,1.0,2.0,,,,,,,,,,,1.0,,,6.4,6.5,5.5,5.5,6.5,4.25
193,Bologna,2024-06-02,0,352,4.71,15,3.0,2.0,,1.0,,,,1.0,1.0,,1.0,1.0,,,1.0,1.0,1.0,3.0,1.0,,,,,,,,,,1.0,,,6.4,6.5,5.5,5.5,6.5,4.25
194,Bologna,2024-06-02,0,439,5.0,7,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
195,Bologna,2024-06-02,0,351,,,4.0,2.0,1.0,,1.0,1.0,,1.0,,1.0,,1.0,,,,,1.0,4.0,,,1.0,,1.0,,,,,,1.0,,,6.4,6.5,5.5,5.5,6.5,4.25
196,Bologna,2024-06-02,0,395,4.53,33,,1.0,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
197,Bologna,2024-06-02,0,439,,,,2.0,,,,,,,,,,1.0,,,1.0,,1.0,,,,,,1.0,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
198,Bologna,2024-06-02,0,468,,,,2.0,,,,,,1.0,1.0,,1.0,1.0,,,1.0,,1.0,,,,,,1.0,,1.0,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
199,Bologna,2024-06-02,0,394,,,,1.0,1.0,1.0,,1.0,,1.0,1.0,,1.0,1.0,,,1.0,,1.0,,,,,,,,,1.0,,,,1.0,,6.4,6.5,5.5,5.5,6.5,4.25
200,Bologna,2024-06-02,0,439,4.40,5,2.0,1.0,,,1.0,1.0,,1.0,1.0,,1.0,1.0,,,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
201,Bologna,2024-06-02,0,394,,,2.0,1.0,,,,,,1.0,1.0,,1.0,,,,1.0,,1.0,2.0,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
202,Bologna,2024-06-02,0,596,4.87,45,2.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,,,,,,1.0,1.0,,,,6.4,6.5,5.5,5.5,6.5,4.25
203,Bologna,2024-06-02,0,569,4.65,103,4.0,3.0,,1.0,,,,,1.0,,1.0,1.0,,,,1.0,1.0,4.0,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
204,Bologna,2024-06-02,0,553,4.43,153,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,1.0,,1.0,,1.0,1.0,1.0,,1.0,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
205,Bologna,2024-06-02,0,527,4.83,532,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,,1.0,,1.0,1.0,1.0,,1.0,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
206,Bologna,2024-06-02,0,561,4.98,51,2.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,,,,1.0,1.0,2.0,1.0,1.0,1.0,,,1.0,,,1.0,,,,,6.4,6.5,5.5,5.5,6.5,4.25
207,Bologna,2024-06-02,0,599,4.71,111,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
208,Bologna,2024-06-02,0,532,4.61,74,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
209,Bologna,2024-06-02,0,508,4.94,158,4.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,4.0,,,1.0,,,,1.0,1.0,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
210,Bologna,2024-06-02,0,571,4.53,43,,2.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,,,1.0,,,1.0,1.0,,1.0,1.0,1.0,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
211,Bologna,2024-06-02,0,526,4.71,62,2.0,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,,,1.0,1.0,1.0,2.0,,,1.0,,1.0,1.0,1.0,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
212,Bologna,2024-06-02,0,553,5.0,6,,3.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,1.0,,1.0,,,,,,,,1.0,1.0,,6.4,6.5,5.5,5.5,6.5,4.25
213,Bologna,2024-06-02,0,522,4.95,279,,2.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,,,,1.0,1.0,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
214,Bologna,2024-06-02,0,570,4.80,83,,1.0,1.0,1.0,1.0,1.0,,1.0,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
215,Bologna,2024-06-02,0,553,5.0,6,2.0,1.0,1.0,,1.0,1.0,,1.0,,,,,,,1.0,,1.0,2.0,,,1.0,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
216,Bologna,2024-06-02,0,602,4.40,145,4.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,,1.0,1.0,,,1.0,,,1.0,,,,,6.4,6.5,5.5,5.5,6.5,4.25
217,Bologna,2024-06-02,0,599,4.88,8,,2.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,,,1.0,,,1.0,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
218,Bologna,2024-06-02,0,526,4.30,30,,1.0,1.0,,,1.0,,,1.0,,1.0,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
