,city,date,treat,price,rating,omtaler,gæster,soveværelser,hot water,hangers,bed linen,security,work,wi-fi,kitchen,parkering and faciliteter,hair dryer,other,cleaning products,shampoo,blackout curtains,entertainment,temperature,refrigerator,outdoor,gæster,attractions nearby,family,dishwasher,washing machine,view,smoking allowed,host,mailbox,fitness equipment,fireplace,pool etc.,Sights,Safety,Shopping,Location,Climate,Affordability
106,Lyon,2024-06-02,1,340,4.55,40,4.0,2.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,4.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,6.25,6.75,5.5,7.25,6.75,3.5
107,Lyon,2024-06-02,1,404,,,2.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,,,,,,1.0,,1.0,1.0,2.0,,,,1.0,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
108,Lyon,2024-06-02,1,430,4.89,18,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
109,Lyon,2024-06-02,1,287,,,,1.0,,,,1.0,,,1.0,1.0,,,,,,1.0,,,,,,,,1.0,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
110,Lyon,2024-06-02,1,271,4.78,36,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,1.0,1.0,,1.0,1.0,1.0,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
111,Lyon,2024-06-02,1,360,4.84,32,,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
112,Lyon,2024-06-02,1,412,,,,1.0,,,,1.0,1.0,1.0,1.0,1.0,,,,,,1.0,,,1.0,,,,,1.0,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
113,Lyon,2024-06-02,1,323,4.58,156,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,1.0,,,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
114,Lyon,2024-06-02,1,340,5.0,5,,1.0,,,,,1.0,1.0,1.0,,,,,,,1.0,,1.0,,,,1.0,,1.0,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
115,Lyon,2024-06-02,1,450,4.84,25,,1.0,,,,,,,1.0,,,,,,,1.0,,,,,,,,1.0,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
116,Lyon,2024-06-02,1,450,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,1.0,,,,2.0,,,,,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
117,Lyon,2024-06-02,1,305,4.26,19,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,,,,,,1.0,,1.0,,1.0,,,,,,,1.0,,1.0,,,6.25,6.75,5.5,7.25,6.75,3.5
118,Lyon,2024-06-02,1,453,4.85,48,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,,6.25,6.75,5.5,7.25,6.75,3.5
119,Lyon,2024-06-02,1,440,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
120,Lyon,2024-06-02,1,348,3.75,4,,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,1.0,,1.0,1.0,,1.0,1.0,,,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
121,Lyon,2024-06-02,1,494,,,2.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,,,,,,1.0,1.0,1.0,1.0,2.0,,,,1.0,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
122,Lyon,2024-06-02,1,411,4.88,43,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,1.0,,,,1.0,,1.0,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
123,Lyon,2024-06-02,1,279,5.0,3,,2.0,,,,1.0,1.0,1.0,1.0,,,,,,,1.0,,,1.0,,,,,1.0,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
124,Lyon,2024-06-02,1,450,,,,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,,1.0,,,1.0,,,,,1.0,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
125,Lyon,2024-06-02,1,403,,,,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,,,1.0,,1.0,1.0,,,1.0,,,,1.0,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
126,Lyon,2024-06-02,1,446,4.89,36,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,1.0,,,1.0,,,,,1.0,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
127,Lyon,2024-06-02,1,307,4.26,19,,6.0,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
128,Lyon,2024-06-02,1,313,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,1.0,,,,,1.0,,,1.0,,1.0,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
129,Lyon,2024-06-02,1,315,4.91,127,,1.0,,,,1.0,1.0,1.0,1.0,1.0,,,,,,1.0,,,,,,,,1.0,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
130,Lyon,2024-06-02,1,404,,,,1.0,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
131,Lyon,2024-06-02,1,450,5.0,3,,1.0,,,,1.0,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
132,Lyon,2024-06-02,1,300,3.99,80,,3.0,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
133,Lyon,2024-06-02,1,252,,,,1.0,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
134,Lyon,2024-06-02,1,404,5.0,5,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,,1.0,1.0,1.0,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
135,Lyon,2024-06-02,1,225,4.20,5,,1.0,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,1.0,,1.0,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
136,Lyon,2024-06-02,1,445,4.66,111,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,,,,,,1.0,,1.0,1.0,,,1.0,1.0,,,,,,,1.0,,6.25,6.75,5.5,7.25,6.75,3.5
137,Lyon,2024-06-02,1,315,4.40,6,,2.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,1.0,,1.0,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
138,Lyon,2024-06-02,1,369,,,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,1.0,1.0,,1.0,1.0,,,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
139,Lyon,2024-06-02,1,206,4.80,15,,1.0,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
140,Lyon,2024-06-02,1,404,4.91,11,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,,,,1.0,,,,,,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
141,Lyon,2024-06-02,1,271,5.0,11,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
142,Lyon,2024-06-02,1,447,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
143,Lyon,2024-06-02,1,360,5.0,12,,1.0,,,,,1.0,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
144,Lyon,2024-06-02,1,287,4.60,5,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,,,1.0,1.0,,,,,1.0,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
145,Lyon,2024-06-02,1,499,4.95,44,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
146,Lyon,2024-06-02,1,360,,,2.0,1.0,,,,1.0,1.0,1.0,1.0,,,,,,,1.0,,,,2.0,,,,1.0,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
147,Lyon,2024-06-02,1,306,4.73,86,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,,,,1.0,,,1.0,,,,,,,1.0,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
148,Lyon,2024-06-02,1,360,5.0,6,,1.0,,,,1.0,1.0,1.0,1.0,1.0,,,,,,1.0,,,,,,,,1.0,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
149,Lyon,2024-06-02,1,271,4.82,148,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,,,1.0,1.0,,,1.0,,1.0,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
150,Lyon,2024-06-02,1,377,4.57,7,,2.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,1.0,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
151,Lyon,2024-06-02,1,474,4.32,22,2.0,2.0,,,,1.0,1.0,1.0,1.0,1.0,,,,,,1.0,,,,2.0,,,,,,1.0,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
152,Lyon,2024-06-02,1,412,,,,1.0,,,,1.0,1.0,1.0,1.0,1.0,,,,,,1.0,,,,,,,,1.0,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
153,Lyon,2024-06-02,1,404,,,,1.0,,,,1.0,1.0,1.0,1.0,1.0,,,,,,1.0,,,1.0,,,,,1.0,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
154,Lyon,2024-06-02,1,450,4.43,7,,1.0,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
155,Lyon,2024-06-02,1,323,4.75,4,,1.0,,,,1.0,1.0,1.0,1.0,1.0,,,,,,1.0,,,1.0,,,,,1.0,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
156,Lyon,2024-06-02,1,243,,,,1.0,,,,,1.0,1.0,1.0,,,,,,,1.0,,,1.0,,,,,1.0,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
157,Lyon,2024-06-02,1,377,,,,1.0,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
158,Lyon,2024-06-02,1,500,,,,1.0,1.0,,,,1.0,1.0,1.0,1.0,,,,,,1.0,,1.0,1.0,,,1.0,,1.0,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
159,Lyon,2024-06-02,1,315,,,,1.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
160,Lyon,2024-06-02,1,412,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
161,Lyon,2024-06-02,1,360,,,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
162,Lyon,2024-06-02,1,404,5.0,4,2.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,1.0,,1.0,1.0,2.0,,1.0,,,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
163,Lyon,2024-06-02,1,225,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,1.0,,1.0,,,,1.0,,1.0,,1.0,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
164,Lyon,2024-06-02,1,411,4.49,55,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,1.0,,,1.0,,1.0,,,1.0,,1.0,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
165,Lyon,2024-06-02,1,448,4.88,9,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,,,,1.0,,1.0,,,,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
166,Lyon,2024-06-02,1,287,4.80,5,,1.0,,,,1.0,1.0,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
167,Lyon,2024-06-02,1,404,,,,1.0,,,,1.0,1.0,1.0,1.0,1.0,,,,,,1.0,,,1.0,,,,,1.0,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
168,Lyon,2024-06-02,1,494,4.43,21,2.0,1.0,1.0,,1.0,1.0,,,1.0,,,,,1.0,1.0,,,,,2.0,,,,1.0,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
169,Lyon,2024-06-02,1,492,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,,1.0,1.0,1.0,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
170,Lyon,2024-06-02,1,359,4.45,42,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,1.0,,1.0,,,,,,1.0,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
171,Lyon,2024-06-02,1,271,4.60,10,,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,1.0,1.0,,,1.0,,1.0,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
172,Lyon,2024-06-02,1,494,3.67,3,2.0,1.0,1.0,,1.0,,1.0,,1.0,,,1.0,1.0,,,,,1.0,,2.0,,1.0,,1.0,,1.0,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
173,Lyon,2024-06-02,1,485,,,,1.0,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
174,Lyon,2024-06-02,1,300,4.58,65,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,,1.0,1.0,,1.0,,,1.0,1.0,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
175,Lyon,2024-06-02,1,271,,,,1.0,,,,,1.0,1.0,1.0,1.0,,,,,,1.0,,,,,,,,1.0,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
176,Lyon,2024-06-02,1,491,4.86,14,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
177,Lyon,2024-06-02,1,271,4.79,43,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,,,,,,1.0,1.0,,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
178,Lyon,2024-06-02,1,286,,,,1.0,,,1.0,,1.0,,1.0,1.0,,1.0,1.0,1.0,,,1.0,1.0,1.0,,,,,,1.0,1.0,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
179,Lyon,2024-06-02,1,421,,,,1.0,,,,1.0,1.0,,1.0,1.0,,,,,,1.0,,,,,,,,1.0,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
180,Lyon,2024-06-02,1,441,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,1.0,1.0,1.0,,,,,,1.0,1.0,6.25,6.75,5.5,7.25,6.75,3.5
181,Lyon,2024-06-02,1,413,,,4.0,2.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,4.0,1.0,1.0,,1.0,,,1.0,1.0,,,,6.25,6.75,5.5,7.25,6.75,3.5
182,Lyon,2024-06-02,1,494,5.0,4,,1.0,,,,,1.0,1.0,1.0,1.0,,,,,,1.0,,1.0,1.0,,,,,1.0,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
183,Lyon,2024-06-02,1,279,4.78,9,,2.0,,,,1.0,1.0,,1.0,,,,,,,1.0,,,,,,,,1.0,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
184,Lyon,2024-06-02,1,171,,,,1.0,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
185,Lyon,2024-06-02,1,333,4.81,27,,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,1.0,,,,,,,,1.0,,1.0,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
186,Lyon,2024-06-02,1,486,,,,2.0,,,,,1.0,1.0,1.0,1.0,1.0,,,,,1.0,,1.0,,,,1.0,,1.0,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
187,Lyon,2024-06-02,1,377,4.58,37,,1.0,,,,,1.0,1.0,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
188,Lyon,2024-06-02,1,322,4.23,30,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,1.0,,,1.0,,1.0,,,1.0,,1.0,1.0,1.0,,,,6.25,6.75,5.5,7.25,6.75,3.5
189,Lyon,2024-06-02,1,477,4.38,8,2.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
190,Lyon,2024-06-02,1,488,4.30,10,2.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,,,1.0,2.0,,,,1.0,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
191,Lyon,2024-06-02,1,494,4.56,16,8.0,3.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,8.0,,1.0,,1.0,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
192,Lyon,2024-06-02,1,468,4.0,9,2.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,2.0,,1.0,,,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
193,Lyon,2024-06-02,1,440,5.0,3,2.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,,,,,,1.0,,1.0,,2.0,,,,1.0,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
194,Lyon,2024-06-02,1,445,4.82,17,,1.0,,,,1.0,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
195,Lyon,2024-06-02,1,225,,,,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
196,Lyon,2024-06-02,1,450,,,2.0,1.0,,,,1.0,1.0,1.0,1.0,,,,,,,1.0,,,,2.0,,,,1.0,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
197,Lyon,2024-06-02,1,360,,,,1.0,,,,1.0,1.0,1.0,1.0,1.0,,,,,,1.0,,1.0,1.0,,,,,1.0,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
198,Lyon,2024-06-02,1,360,,,,2.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,1.0,1.0,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
199,Lyon,2024-06-02,1,345,,,,1.0,,,,1.0,1.0,1.0,1.0,,,,,,,1.0,,,,,1.0,1.0,,1.0,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
200,Lyon,2024-06-02,1,360,,,,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,,,1.0,,,1.0,,1.0,,1.0,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
201,Lyon,2024-06-02,1,513,,,,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,,1.0,,1.0,1.0,,1.0,,,,,1.0,,,6.25,6.75,5.5,7.25,6.75,3.5
202,Lyon,2024-06-02,1,491,3.78,9,,1.0,,,,1.0,1.0,1.0,1.0,1.0,,,,,,1.0,1.0,,1.0,,,,,1.0,,1.0,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
203,Lyon,2024-06-02,1,446,4.39,23,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,,1.0,,,,1.0,,1.0,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
204,Lyon,2024-06-02,1,351,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
205,Lyon,2024-06-02,1,458,,,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
206,Lyon,2024-06-02,1,359,,,3.0,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,,3.0,,,,1.0,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
207,Lyon,2024-06-02,1,423,4.36,45,,1.0,,,,1.0,1.0,1.0,1.0,,,,,,,1.0,,,,,,,,1.0,1.0,,1.0,1.0,,,,6.25,6.75,5.5,7.25,6.75,3.5
208,Lyon,2024-06-02,1,450,5.0,4,,1.0,1.0,,,,1.0,1.0,1.0,1.0,,,,,,,,,1.0,,,,,1.0,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
209,Lyon,2024-06-02,1,513,,,2.0,1.0,,,,,1.0,1.0,1.0,1.0,,,,,,1.0,1.0,,,2.0,,,,1.0,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
210,Lyon,2024-06-02,1,419,4.64,14,,1.0,,1.0,,1.0,1.0,1.0,1.0,,,1.0,1.0,,,1.0,,,,,1.0,1.0,,1.0,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
211,Lyon,2024-06-02,1,440,,,,1.0,,,,1.0,1.0,1.0,1.0,1.0,,,,,,1.0,1.0,,1.0,,,,,1.0,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
212,Lyon,2024-06-02,1,315,,,,2.0,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
213,Lyon,2024-06-02,1,360,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
214,Lyon,2024-06-02,1,404,,,,1.0,,,,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
215,Lyon,2024-06-02,1,387,,,,1.0,,,,,1.0,1.0,1.0,,,,,,,1.0,,,,,,,,1.0,,,1.0,1.0,,,,6.25,6.75,5.5,7.25,6.75,3.5
216,Lyon,2024-06-02,1,241,,,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,,,,,,,,1.0,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
217,Lyon,2024-06-02,1,234,,,,1.0,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
218,Lyon,2024-06-02,1,232,,,,1.0,,,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
219,Lyon,2024-06-02,1,315,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
220,Lyon,2024-06-02,1,223,,,,2.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,,,,,1.0,,1.0,,,1.0,1.0,1.0,1.0,,1.0,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
221,Lyon,2024-06-02,1,369,,,,1.0,,,,1.0,1.0,1.0,1.0,1.0,,,,,,1.0,,,1.0,,,,,1.0,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
222,Lyon,2024-06-02,1,395,,,1.0,1.0,,,,,1.0,1.0,1.0,,,,,,,1.0,,,,1.0,,,,1.0,,1.0,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
223,Lyon,2024-06-02,1,314,,,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,,,,,,,1.0,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
224,Lyon,2024-06-02,1,450,,,2.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,,,,,,1.0,,,,2.0,,,,,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
225,Lyon,2024-06-02,1,479,4.44,9,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,1.0,,,,1.0,,1.0,,,1.0,,,,,6.25,6.75,5.5,7.25,6.75,3.5
226,Lyon,2024-06-02,1,461,,,,1.0,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,1.0,,,,1.0,,,,,1.0,,,,,6.25,6.75,5.5,7.25,6.75,3.5
227,Lyon,2024-06-02,1,241,,,,1.0,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
228,Lyon,2024-06-02,1,404,4.27,11,,2.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,,1.0,,,,1.0,,,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
229,Lyon,2024-06-02,1,656,4.88,16,2.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,,1.0,1.0,,2.0,,,,,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
230,Lyon,2024-06-02,1,803,4.99,73,2.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,,1.0,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
