,city,date,treat,price,rating,omtaler,gæster,familie,røgalarm,køleskab,ting i nærheden,hårtørrer,vaskemaskine,underholdning,tv,opvaskemasine,sengetøj,shampoo,kaffe,Sights,Safety,Shopping,Location,Climate,Affordability
195,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
196,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
197,Stockholm,2024-05-17,1,642.0,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
198,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
199,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
200,Stockholm,2024-05-17,1,150.0,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
201,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
202,Stockholm,2024-05-17,1,222.0,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
203,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
204,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
205,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
206,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
207,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
208,Stockholm,2024-05-17,1,255.0,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
209,Stockholm,2024-05-17,1,445.0,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
210,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
211,Stockholm,2024-05-17,1,508.0,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
212,Stockholm,2024-05-17,1,381.0,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
213,Stockholm,2024-05-17,1,508.0,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
214,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
215,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
216,Stockholm,2024-05-17,1,286.0,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
217,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
218,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
219,Stockholm,2024-05-17,1,671.0,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
220,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
221,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
222,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
223,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
224,Stockholm,2024-05-17,1,671.0,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
225,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
226,Stockholm,2024-05-17,1,527.0,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
227,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
228,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
229,Stockholm,2024-05-17,1,572.0,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
230,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
231,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
232,Stockholm,2024-05-17,1,219.0,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
233,Stockholm,2024-05-17,1,388.0,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
234,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
235,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
236,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
237,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
238,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
239,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
240,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
241,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
242,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
243,Stockholm,2024-05-17,1,572.0,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
244,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
245,Stockholm,2024-05-17,1,530.0,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
246,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
247,Stockholm,2024-05-17,1,604.0,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
248,Stockholm,2024-05-17,1,222.0,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
249,Stockholm,2024-05-17,1,317.0,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
250,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
251,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
252,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
253,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
254,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
255,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
256,Stockholm,2024-05-17,1,742.0,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
257,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
258,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
259,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
260,Stockholm,2024-05-17,1,286.0,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
261,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
262,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
263,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
264,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
265,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
266,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
267,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
268,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
269,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
270,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
271,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
272,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
273,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
274,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
275,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
276,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
277,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
278,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
279,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
280,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
281,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
282,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
283,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
284,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
285,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
286,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
287,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
288,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
289,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
290,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
291,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
292,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
293,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
294,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
295,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
296,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
297,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
298,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
299,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
300,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
301,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
302,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
303,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
304,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
305,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
306,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
307,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
308,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
309,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
310,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
311,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
312,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
313,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
314,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
315,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
316,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
317,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
318,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
319,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
320,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
321,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
322,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
323,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
324,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
325,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
326,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
327,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
328,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
329,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
330,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
331,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
332,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
333,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
334,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
335,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
336,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
337,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
338,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
339,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
340,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
341,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
342,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
343,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
344,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
345,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
346,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
347,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
348,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
349,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
350,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
351,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
352,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
353,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
354,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
355,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
356,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
357,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
358,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
359,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
360,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
361,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
362,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
363,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
364,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
365,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
366,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
367,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
368,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
369,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
370,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
371,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
372,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
373,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
374,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
375,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
376,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
377,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
378,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
379,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
380,Stockholm,2024-05-17,1,1461.0,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
381,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
382,Stockholm,2024-05-17,1,762.0,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
383,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
384,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
385,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
386,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
387,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
388,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
389,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
390,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
391,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
392,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
393,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
394,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
395,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
396,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
397,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
398,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
399,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
400,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
401,Stockholm,2024-05-17,1,784.0,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
402,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
403,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
404,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
405,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
406,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
407,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
408,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
409,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
410,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
411,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
412,Stockholm,2024-05-17,1,1271.0,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
413,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
414,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
415,Stockholm,2024-05-17,1,1271.0,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
416,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
417,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
418,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
419,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
420,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
421,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
422,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
423,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
424,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
425,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
426,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
427,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
428,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
429,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
430,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
431,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
432,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
433,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
434,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
435,Stockholm,2024-05-17,1,1970.0,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
436,Stockholm,2024-05-17,1,,,,,,,,,,,,,,,,,6.75,8.75,6.25,9.0,5.0,1.5
